반납일자,반납확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,운용부서,물품상태,사유
2019-12-19,2019-12-22,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111726985,2017-01-30,16525000,산학협력단,중고품,불용결정
2024-09-11,2024-09-14,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112226988,2022-02-27,13990000,소프트웨어융합대학,중고품,사업종료
2025-09-28,2025-10-01,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112226990,2022-02-27,13990000,소프트웨어융합대학,중고품,사업종료
2025-10-19,2025-10-22,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112226991,2022-02-27,13990000,소프트웨어융합대학,폐품,사용연한경과
2023-02-18,2023-02-21,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111726998,2017-03-01,10939000,소프트웨어융합대학,중고품,잉여물품
2018-08-04,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111727000,2017-03-01,10939000,소프트웨어융합대학,중고품,불용결정
2022-12-24,2022-12-27,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727001,2017-03-01,10939000,소프트웨어융합대학,중고품,사업종료
2022-09-26,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111727003,2017-03-01,10939000,소프트웨어융합대학,정비필요품,고장/파손
2020-03-09,2020-03-12,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727007,2017-03-01,10939000,소프트웨어융합대학,폐품,사용연한경과
2024-06-20,2024-06-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727008,2017-03-01,10939000,소프트웨어융합대학,정비필요품,고장/파손
2024-09-05,2024-09-08,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727009,2017-03-01,10939000,소프트웨어융합대학,폐품,사용연한경과
2024-06-17,2024-06-20,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727010,2017-03-01,10939000,소프트웨어융합대학,폐품,사용연한경과
2025-02-17,2025-02-20,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727013,2017-03-01,10939000,소프트웨어융합대학,폐품,사용연한경과
2024-05-21,2024-05-24,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727015,2017-03-01,10939000,소프트웨어융합대학,폐품,사용연한경과
2023-10-22,2023-10-25,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727016,2017-03-01,10939000,소프트웨어융합대학,중고품,불용결정
2020-04-04,2020-04-07,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727017,2017-03-01,10939000,소프트웨어융합대학,정비필요품,고장/파손
2022-10-07,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111727018,2017-03-01,10939000,소프트웨어융합대학,중고품,사업종료
2024-08-02,2024-08-05,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727019,2017-03-01,10939000,소프트웨어융합대학,폐품,사용연한경과
2024-12-22,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111727020,2017-03-01,10939000,소프트웨어융합대학,폐품,사용연한경과
2024-01-28,2024-01-31,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727021,2017-03-01,10939000,소프트웨어융합대학,정비필요품,고장/파손
2020-01-16,2020-01-19,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727023,2017-03-01,10939000,소프트웨어융합대학,폐품,사용연한경과
2019-01-03,2019-01-06,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727024,2017-03-01,10939000,소프트웨어융합대학,중고품,잉여물품
2023-10-05,2023-10-08,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727025,2017-03-01,10939000,소프트웨어융합대학,중고품,사업종료
2020-03-29,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111727026,2017-03-01,10939000,소프트웨어융합대학,폐품,사용연한경과
2022-01-18,2022-01-21,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727027,2017-03-01,10939000,소프트웨어융합대학,중고품,잉여물품
2022-03-26,2022-03-29,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727028,2017-03-01,10939000,소프트웨어융합대학,정비필요품,고장/파손
2021-12-07,2021-12-10,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727030,2017-03-01,10939000,소프트웨어융합대학,폐품,사용연한경과
2019-07-06,2019-07-09,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727031,2017-03-01,10939000,소프트웨어융합대학,폐품,사용연한경과
2019-01-07,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111727033,2017-03-01,10939000,소프트웨어융합대학,중고품,잉여물품
2020-05-12,2020-05-15,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727034,2017-03-01,10939000,소프트웨어융합대학,중고품,사업종료
2023-03-07,2023-03-10,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727035,2017-03-01,10939000,소프트웨어융합대학,정비필요품,고장/파손
2020-12-30,2021-01-02,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727036,2017-03-01,10939000,소프트웨어융합대학,중고품,사업종료
2021-07-23,2021-07-26,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727038,2017-03-01,10939000,소프트웨어융합대학,중고품,불용결정
2024-11-15,2024-11-18,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112227042,2022-04-12,8418000,총무팀,중고품,불용결정
2024-03-17,2024-03-20,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112227043,2022-04-12,8418000,총무팀,폐품,사용연한경과
2025-06-07,2025-06-10,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112227045,2022-04-12,8418000,총무팀,폐품,사용연한경과
2025-07-09,2025-07-12,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M112027047,2020-05-14,32817000,중앙도서관,중고품,사업종료
2021-05-11,,badbergjr,박대리,대기,4410160123456790,복합기 (컬러 레이저),M111927050,2019-07-24,16233000,소프트웨어융합대학,정비필요품,고장/파손
2021-04-18,2021-04-21,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111927052,2019-07-24,16233000,소프트웨어융합대학,정비필요품,고장/파손
2023-10-18,2023-10-21,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111927053,2019-07-24,16233000,소프트웨어융합대학,폐품,사용연한경과
2023-12-30,2024-01-02,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112127064,2021-07-21,13768000,공과대학,정비필요품,고장/파손
2026-01-20,2026-01-23,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112127065,2021-07-21,13768000,공과대학,중고품,불용결정
2024-07-07,2024-07-10,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M112127069,2021-12-27,3689000,AI연구원,폐품,사용연한경과
2024-02-21,2024-02-24,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M112127080,2021-12-27,3689000,AI연구원,중고품,불용결정
2021-07-31,2021-08-03,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111627085,2016-09-21,3580000,입학처,중고품,불용결정
2022-01-10,2022-01-13,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111627087,2016-09-21,3580000,입학처,중고품,불용결정
2025-08-03,2025-08-06,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111627090,2016-09-21,3580000,입학처,중고품,잉여물품
2020-12-24,2020-12-27,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111627092,2016-09-21,3580000,입학처,정비필요품,고장/파손
2025-07-26,2025-07-29,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M112327095,2023-01-07,2343000,총무팀,중고품,잉여물품
2024-05-05,2024-05-08,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M112327099,2023-01-07,2343000,총무팀,정비필요품,고장/파손
2024-10-24,2024-10-27,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827120,2018-04-12,5160000,공과대학,폐품,사용연한경과
2025-08-28,2025-08-31,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827121,2018-04-12,5160000,공과대학,폐품,사용연한경과
2021-04-10,2021-04-13,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827122,2018-04-12,5160000,공과대학,중고품,불용결정
2022-12-22,2022-12-25,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827124,2018-04-12,5160000,공과대학,정비필요품,고장/파손
2025-03-06,2025-03-09,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827127,2018-04-12,5160000,공과대학,정비필요품,고장/파손
2023-08-15,2023-08-18,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827129,2018-04-12,5160000,공과대학,폐품,사용연한경과
2023-07-22,2023-07-25,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827131,2018-04-12,5160000,공과대학,중고품,잉여물품
2021-09-04,2021-09-07,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827132,2018-04-12,5160000,공과대학,폐품,사용연한경과
2022-01-04,2022-01-07,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827136,2018-04-12,5160000,공과대학,중고품,사업종료
2024-06-12,2024-06-15,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827140,2018-04-12,5160000,공과대학,중고품,불용결정
2020-03-17,2020-03-20,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827141,2018-04-12,5160000,공과대학,폐품,사용연한경과
2023-04-22,2023-04-25,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827142,2018-04-12,5160000,공과대학,중고품,사업종료
2023-09-04,2023-09-07,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827143,2018-04-12,5160000,공과대학,정비필요품,고장/파손
2024-07-01,2024-07-04,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827144,2018-04-12,5160000,공과대학,중고품,잉여물품
2022-09-12,2022-09-15,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827146,2018-04-12,5160000,공과대학,중고품,잉여물품
2025-07-17,2025-07-20,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111827147,2018-04-12,5160000,공과대학,폐품,사용연한경과
2025-09-30,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111827148,2018-04-12,5160000,공과대학,중고품,잉여물품
2020-10-27,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111827150,2018-04-12,5160000,공과대학,중고품,사업종료
2023-09-30,2023-10-03,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111527181,2015-11-10,4790000,산학협력단,폐품,사용연한경과
2018-02-12,2018-02-15,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111527183,2015-11-10,4790000,산학협력단,폐품,사용연한경과
2025-01-22,2025-01-25,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112227191,2022-10-11,14940000,중앙도서관,폐품,사용연한경과
2024-09-03,2024-09-06,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112227194,2022-10-11,14940000,중앙도서관,정비필요품,고장/파손
2024-08-27,2024-08-30,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111527206,2015-11-20,1936000,AI연구원,폐품,사용연한경과
2024-02-03,2024-02-06,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627207,2016-08-10,12761000,총무팀,정비필요품,고장/파손
2022-10-07,2022-10-10,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627208,2016-08-10,12761000,총무팀,중고품,사업종료
2026-01-18,2026-01-21,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627209,2016-08-10,12761000,총무팀,중고품,사업종료
2021-05-01,2021-05-04,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627212,2016-08-10,12761000,총무팀,폐품,사용연한경과
2025-04-24,2025-04-27,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627213,2016-08-10,12761000,총무팀,폐품,사용연한경과
2018-09-12,2018-09-15,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627214,2016-08-10,12761000,총무팀,폐품,사용연한경과
2022-12-27,2022-12-30,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627215,2016-08-10,12761000,총무팀,폐품,사용연한경과
2023-12-07,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111627216,2016-08-10,12761000,총무팀,중고품,사업종료
2025-03-23,2025-03-26,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627217,2016-08-10,12761000,총무팀,폐품,사용연한경과
2020-11-01,2020-11-04,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627218,2016-08-10,12761000,총무팀,중고품,불용결정
2021-09-05,2021-09-08,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627219,2016-08-10,12761000,총무팀,정비필요품,고장/파손
2020-09-29,2020-10-02,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627220,2016-08-10,12761000,총무팀,중고품,사업종료
2020-10-25,2020-10-28,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627221,2016-08-10,12761000,총무팀,폐품,사용연한경과
2024-08-15,2024-08-18,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627222,2016-08-10,12761000,총무팀,중고품,불용결정
2023-12-29,2024-01-01,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627223,2016-08-10,12761000,총무팀,폐품,사용연한경과
2022-01-28,2022-01-31,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627224,2016-08-10,12761000,총무팀,폐품,사용연한경과
2017-08-17,2017-08-20,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627226,2016-08-10,12761000,총무팀,중고품,불용결정
2020-01-07,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111627228,2016-08-10,12761000,총무팀,정비필요품,고장/파손
2022-01-02,2022-01-05,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627229,2016-08-10,12761000,총무팀,중고품,잉여물품
2017-10-21,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111627232,2016-08-10,12761000,총무팀,폐품,사용연한경과
2018-12-11,2018-12-14,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627235,2016-08-10,12761000,총무팀,정비필요품,고장/파손
2020-09-11,2020-09-14,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627236,2016-08-10,12761000,총무팀,정비필요품,고장/파손
2021-10-19,2021-10-22,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627237,2016-08-10,12761000,총무팀,폐품,사용연한경과
2018-06-13,2018-06-16,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627238,2016-08-10,12761000,총무팀,중고품,잉여물품
2019-05-27,2019-05-30,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627240,2016-08-10,12761000,총무팀,폐품,사용연한경과
2019-01-09,2019-01-12,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627241,2016-08-10,12761000,총무팀,중고품,잉여물품
2021-08-31,2021-09-03,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627243,2016-08-10,12761000,총무팀,중고품,불용결정
2022-08-28,2022-08-31,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627244,2016-08-10,12761000,총무팀,폐품,사용연한경과
2023-02-25,2023-02-28,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627245,2016-08-10,12761000,총무팀,폐품,사용연한경과
2019-01-20,2019-01-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627248,2016-08-10,12761000,총무팀,폐품,사용연한경과
2018-03-02,2018-03-05,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627253,2016-08-10,12761000,총무팀,폐품,사용연한경과
2025-04-10,2025-04-13,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111627254,2016-08-10,12761000,총무팀,중고품,사업종료
2023-07-18,2023-07-21,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112227257,2022-02-20,7780000,인문대학,중고품,잉여물품
2023-09-24,2023-09-27,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112227259,2022-02-20,7780000,인문대학,정비필요품,고장/파손
2021-04-01,2021-04-04,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927260,2019-10-06,2862000,총무팀,정비필요품,고장/파손
2025-09-07,2025-09-10,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927262,2019-10-06,2862000,총무팀,중고품,불용결정
2022-09-24,2022-09-27,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927263,2019-10-06,2862000,총무팀,중고품,잉여물품
2024-11-19,2024-11-22,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927264,2019-10-06,2862000,총무팀,폐품,사용연한경과
2025-05-26,2025-05-29,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927265,2019-10-06,2862000,총무팀,중고품,불용결정
2021-03-10,2021-03-13,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927266,2019-10-06,2862000,총무팀,중고품,불용결정
2025-07-28,2025-07-31,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927267,2019-10-06,2862000,총무팀,중고품,사업종료
2025-04-18,2025-04-21,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112027272,2020-07-30,5752000,소프트웨어융합대학,중고품,불용결정
2025-06-09,2025-06-12,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M112027273,2020-07-30,5752000,소프트웨어융합대학,정비필요품,고장/파손
2025-08-01,,badbergjr,박대리,대기,4511160123456786,강의실 빔프로젝터,M111727274,2017-02-13,7420000,입학처,폐품,사용연한경과
2018-10-01,2018-10-04,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111727275,2017-02-13,7420000,입학처,중고품,사업종료
2025-11-19,2025-11-22,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111727276,2017-02-13,7420000,입학처,중고품,불용결정
2021-03-27,2021-03-30,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111527328,2015-08-20,14796000,공과대학,중고품,불용결정
2021-02-12,2021-02-15,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111527331,2015-08-20,14796000,공과대학,중고품,사업종료
2023-09-01,2023-09-04,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111527333,2015-08-20,14796000,공과대학,중고품,불용결정
2017-05-24,2017-05-27,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111527335,2015-08-20,14796000,공과대학,중고품,잉여물품
2025-06-28,2025-07-01,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111527336,2015-08-20,14796000,공과대학,폐품,사용연한경과
2022-08-15,2022-08-18,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111927337,2019-03-10,18313000,인문대학,중고품,불용결정
2025-07-31,2025-08-03,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111927339,2019-03-10,18313000,인문대학,중고품,잉여물품
2024-04-04,,badbergjr,박대리,대기,4321150323456782,고성능 데스크탑 (Workstation),M111927340,2019-03-10,18313000,인문대학,중고품,불용결정
2021-09-23,2021-09-26,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111927342,2019-03-10,18313000,인문대학,중고품,불용결정
2022-09-21,2022-09-24,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111927343,2019-03-10,18313000,인문대학,중고품,잉여물품
2023-04-07,2023-04-10,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111927344,2019-03-10,18313000,인문대학,정비필요품,고장/파손
2024-12-09,2024-12-12,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111727345,2017-08-10,16660000,경영대학,중고품,불용결정
2025-03-24,2025-03-27,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111727347,2017-08-10,16660000,경영대학,중고품,사업종료
2023-04-20,2023-04-23,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111727348,2017-08-10,16660000,경영대학,폐품,사용연한경과
2022-10-10,2022-10-13,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111727349,2017-08-10,16660000,경영대학,중고품,잉여물품
2025-10-25,2025-10-28,badbergjr,박대리,확정,4511160123456786,강의실 빔프로젝터,M111727351,2017-08-10,16660000,경영대학,폐품,사용연한경과
2021-05-13,,badbergjr,박대리,대기,5611210223456788,매쉬 의자 (Standard),M111927370,2019-01-03,5937000,공과대학,폐품,사용연한경과
2020-02-08,2020-02-11,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927371,2019-01-03,5937000,공과대학,중고품,불용결정
2022-08-27,2022-08-30,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927372,2019-01-03,5937000,공과대학,정비필요품,고장/파손
2025-10-02,2025-10-05,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927373,2019-01-03,5937000,공과대학,폐품,사용연한경과
2022-04-07,,badbergjr,박대리,대기,5611210223456788,매쉬 의자 (Standard),M111927376,2019-01-03,5937000,공과대학,폐품,사용연한경과
2022-11-02,2022-11-05,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927379,2019-01-03,5937000,공과대학,중고품,잉여물품
2020-02-07,2020-02-10,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927381,2019-01-03,5937000,공과대학,중고품,불용결정
2021-06-26,2021-06-29,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927382,2019-01-03,5937000,공과대학,정비필요품,고장/파손
2021-12-29,2022-01-01,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927386,2019-01-03,5937000,공과대학,폐품,사용연한경과
2021-07-30,2021-08-02,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927387,2019-01-03,5937000,공과대학,중고품,불용결정
2025-04-02,2025-04-05,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927390,2019-01-03,5937000,공과대학,폐품,사용연한경과
2021-02-01,2021-02-04,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927393,2019-01-03,5937000,공과대학,중고품,불용결정
2024-04-28,2024-05-01,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927394,2019-01-03,5937000,공과대학,중고품,불용결정
2021-09-17,,badbergjr,박대리,반려,5611210223456788,매쉬 의자 (Standard),M111927397,2019-01-03,5937000,공과대학,폐품,사용연한경과
2021-01-18,2021-01-21,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927398,2019-01-03,5937000,공과대학,폐품,사용연한경과
2024-07-22,2024-07-25,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927399,2019-01-03,5937000,공과대학,중고품,잉여물품
2022-10-25,2022-10-28,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M111927400,2019-01-03,5937000,공과대학,중고품,잉여물품
2024-09-06,2024-09-09,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927403,2019-06-17,4593000,인문대학,중고품,불용결정
2024-09-10,2024-09-13,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927406,2019-06-17,4593000,인문대학,폐품,사용연한경과
2021-12-22,2021-12-25,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927408,2019-06-17,4593000,인문대학,폐품,사용연한경과
2025-01-11,2025-01-14,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927410,2019-06-17,4593000,인문대학,중고품,사업종료
2026-01-20,2026-01-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927412,2019-06-17,4593000,인문대학,정비필요품,고장/파손
2021-08-02,2021-08-05,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927413,2019-06-17,4593000,인문대학,정비필요품,고장/파손
2022-05-10,2022-05-13,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927414,2019-06-17,4593000,인문대학,중고품,불용결정
2023-02-26,2023-03-01,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927415,2019-06-17,4593000,인문대학,폐품,사용연한경과
2024-12-25,2024-12-28,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927416,2019-06-17,4593000,인문대학,정비필요품,고장/파손
2022-07-27,2022-07-30,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111927418,2019-06-17,4593000,인문대학,폐품,사용연한경과
2020-09-06,2020-09-09,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111927421,2019-01-07,708000,경영대학,중고품,불용결정
2024-07-14,2024-07-17,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112127422,2021-03-21,14392000,소프트웨어융합대학,폐품,사용연한경과
2024-12-08,2024-12-11,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112127423,2021-03-21,14392000,소프트웨어융합대학,폐품,사용연한경과
2022-10-17,2022-10-20,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112127426,2021-03-21,14392000,소프트웨어융합대학,정비필요품,고장/파손
2025-09-07,2025-09-10,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112127428,2021-03-21,14392000,소프트웨어융합대학,폐품,사용연한경과
2023-12-17,2023-12-20,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112127431,2021-03-21,14392000,소프트웨어융합대학,중고품,불용결정
2022-11-03,2022-11-06,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111927432,2019-03-30,25979000,경영대학,폐품,사용연한경과
2023-03-09,,badbergjr,박대리,대기,4410160123456790,복합기 (컬러 레이저),M111927434,2019-03-30,25979000,경영대학,중고품,잉여물품
2020-12-02,2020-12-05,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111927437,2019-03-30,25979000,경영대학,중고품,사업종료
2026-01-07,2026-01-10,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111927438,2019-03-30,25979000,경영대학,중고품,잉여물품
2022-12-02,2022-12-05,badbergjr,박대리,확정,4321190223456784,27인치 모니터,M111927441,2019-07-25,656000,AI연구원,정비필요품,고장/파손
2018-11-17,2018-11-20,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111727444,2017-09-15,7257000,산학협력단,중고품,잉여물품
2020-09-09,2020-09-12,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111727457,2017-06-22,1198000,경영대학,정비필요품,고장/파손
