처분일자,정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유
2022-07-11,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111821958,2018-07-23,4770000,매각,중고품,활용가능성 없음
2023-05-17,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111821963,2018-07-23,4770000,폐기,폐품,사용연한경과
2020-04-09,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111821967,2018-07-23,4770000,폐기,정비필요품,고장/파손
2025-12-05,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111821968,2018-07-23,4770000,폐기,폐품,사용연한경과
2023-10-19,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111821969,2018-07-23,4770000,폐기,폐품,사용연한경과
2020-08-30,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111821974,2018-07-23,4770000,매각,중고품,활용가능성 없음
2025-06-22,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111821975,2018-07-23,4770000,매각,중고품,불용결정
2024-07-21,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M112021978,2020-09-19,114364000,매각,중고품,사업종료
2025-08-01,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111521996,2015-10-27,4252000,폐기,폐품,사용연한경과
2020-01-28,매각,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111521997,2015-10-27,4252000,매각,중고품,불용결정
2023-04-08,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112121998,2021-09-30,10999000,매각,중고품,불용결정
2023-06-19,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112122001,2021-09-30,10999000,매각,중고품,불용결정
2023-10-21,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112122003,2021-09-30,10999000,폐기,정비필요품,고장/파손
2025-03-30,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112122005,2021-09-30,10999000,폐기,폐품,사용연한경과
2023-09-08,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112122019,2021-09-30,10999000,폐기,폐품,사용연한경과
2024-07-02,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112122025,2021-09-30,10999000,폐기,정비필요품,고장/파손
2023-09-03,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112122027,2021-09-30,10999000,매각,중고품,불용결정
2023-11-23,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112122033,2021-09-30,10999000,폐기,정비필요품,고장/파손
2025-04-24,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112122040,2021-09-30,10999000,폐기,정비필요품,고장/파손
2024-12-12,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112122041,2021-09-30,10999000,폐기,폐품,사용연한경과
2024-04-06,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112122044,2021-09-30,10999000,폐기,폐품,사용연한경과
2023-10-15,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022048,2020-02-17,11023000,폐기,폐품,사용연한경과
2023-05-24,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022050,2020-02-17,11023000,매각,중고품,불용결정
2022-03-29,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022053,2020-02-17,11023000,폐기,폐품,사용연한경과
2023-05-20,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022058,2020-02-17,11023000,폐기,폐품,사용연한경과
2023-02-11,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022060,2020-02-17,11023000,폐기,폐품,사용연한경과
2023-08-16,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022063,2020-02-17,11023000,폐기,폐품,사용연한경과
2023-05-30,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022065,2020-02-17,11023000,폐기,정비필요품,고장/파손
2023-10-24,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022066,2020-02-17,11023000,폐기,정비필요품,고장/파손
2023-04-12,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022067,2020-02-17,11023000,폐기,폐품,사용연한경과
2023-09-05,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022068,2020-02-17,11023000,폐기,정비필요품,고장/파손
2023-07-19,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022069,2020-02-17,11023000,매각,중고품,활용가능성 없음
2024-01-06,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022071,2020-02-17,11023000,폐기,폐품,사용연한경과
2024-01-12,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022072,2020-02-17,11023000,매각,중고품,활용가능성 없음
2024-02-16,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022074,2020-02-17,11023000,매각,중고품,불용결정
2023-12-11,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022078,2020-02-17,11023000,매각,중고품,활용가능성 없음
2023-03-23,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022087,2020-02-17,11023000,매각,중고품,불용결정
2023-12-02,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022088,2020-02-17,11023000,폐기,폐품,사용연한경과
2022-04-21,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022090,2020-02-17,11023000,매각,중고품,활용가능성 없음
2024-09-23,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112122093,2021-09-24,2687000,폐기,정비필요품,고장/파손
2024-05-09,매각,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112122094,2021-09-24,2687000,매각,중고품,불용결정
2024-03-07,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112122119,2021-06-01,3410000,폐기,폐품,사용연한경과
2023-02-15,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112122122,2021-06-01,3410000,폐기,폐품,사용연한경과
2020-04-22,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111822129,2018-01-16,3378000,폐기,폐품,사용연한경과
2022-02-28,매각,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111822131,2018-01-16,3378000,매각,중고품,불용결정
2020-05-10,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111822136,2018-01-16,3378000,폐기,정비필요품,고장/파손
2022-05-28,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022141,2020-12-25,7328000,매각,중고품,사업종료
2024-07-04,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022142,2020-12-25,7328000,매각,중고품,사업종료
2023-02-03,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022145,2020-12-25,7328000,매각,중고품,사업종료
2023-02-17,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022146,2020-12-25,7328000,매각,중고품,불용결정
2023-07-19,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022147,2020-12-25,7328000,폐기,정비필요품,고장/파손
2023-01-20,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022150,2020-12-25,7328000,폐기,정비필요품,고장/파손
2025-11-09,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022151,2020-12-25,7328000,폐기,정비필요품,고장/파손
2024-05-15,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022155,2020-12-25,7328000,폐기,폐품,사용연한경과
2024-12-01,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022160,2020-12-25,7328000,매각,중고품,활용가능성 없음
2024-08-27,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022163,2020-12-25,7328000,폐기,정비필요품,고장/파손
2023-09-08,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022164,2020-12-25,7328000,폐기,폐품,사용연한경과
2023-06-10,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022165,2020-12-25,7328000,매각,중고품,활용가능성 없음
2022-12-03,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022167,2020-12-25,7328000,폐기,폐품,사용연한경과
2022-10-11,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022168,2020-12-25,7328000,폐기,폐품,사용연한경과
2022-09-23,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022169,2020-12-25,7328000,매각,중고품,활용가능성 없음
2024-05-25,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112022170,2020-12-25,7328000,폐기,정비필요품,고장/파손
2023-11-02,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112122175,2021-04-05,16499000,폐기,폐품,사용연한경과
2023-04-18,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112122176,2021-04-05,16499000,매각,중고품,불용결정
2024-02-08,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112122179,2021-04-05,16499000,매각,중고품,사업종료
2025-11-12,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112022189,2020-03-26,3000000,폐기,폐품,사용연한경과
2025-05-12,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112022190,2020-03-26,3000000,폐기,폐품,사용연한경과
2023-04-13,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112022197,2020-03-26,3000000,폐기,정비필요품,고장/파손
2024-11-26,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112022201,2020-03-26,3000000,폐기,정비필요품,고장/파손
2021-10-23,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111722205,2017-06-09,117219000,매각,중고품,불용결정
2025-05-17,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111722206,2017-06-09,117219000,매각,중고품,사업종료
2019-01-09,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111722207,2017-06-09,117219000,폐기,폐품,사용연한경과
2023-05-21,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111722208,2017-06-09,117219000,매각,중고품,사업종료
2023-12-08,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111722211,2017-06-09,117219000,매각,중고품,활용가능성 없음
2023-07-16,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722237,2017-02-24,9257000,폐기,폐품,사용연한경과
2023-02-03,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722238,2017-02-24,9257000,폐기,폐품,사용연한경과
2022-11-23,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722239,2017-02-24,9257000,폐기,폐품,사용연한경과
2025-11-30,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722243,2017-02-24,9257000,폐기,폐품,사용연한경과
2025-08-21,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722244,2017-02-24,9257000,폐기,폐품,사용연한경과
2023-10-26,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722246,2017-02-24,9257000,매각,중고품,불용결정
2022-10-20,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722247,2017-02-24,9257000,폐기,폐품,사용연한경과
2021-10-10,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722251,2017-02-24,9257000,폐기,폐품,사용연한경과
2021-10-06,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722252,2017-02-24,9257000,폐기,폐품,사용연한경과
2025-05-31,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722257,2017-02-24,9257000,매각,중고품,불용결정
2022-09-30,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722260,2017-02-24,9257000,폐기,폐품,사용연한경과
2025-03-01,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722266,2017-02-24,9257000,매각,중고품,사업종료
2021-02-01,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722268,2017-02-24,9257000,폐기,폐품,사용연한경과
2025-11-06,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722273,2017-02-24,9257000,폐기,정비필요품,고장/파손
2025-04-19,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722274,2017-02-24,9257000,폐기,폐품,사용연한경과
2022-04-23,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722275,2017-02-24,9257000,매각,중고품,불용결정
2025-02-25,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111722283,2017-02-24,9257000,매각,중고품,활용가능성 없음
2023-05-28,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922284,2019-12-13,9433000,매각,중고품,불용결정
2022-06-17,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922285,2019-12-13,9433000,폐기,정비필요품,고장/파손
2023-03-11,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922287,2019-12-13,9433000,매각,중고품,활용가능성 없음
2024-12-28,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922303,2019-12-13,9433000,매각,중고품,불용결정
2022-12-15,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922304,2019-12-13,9433000,매각,중고품,불용결정
2025-01-21,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922305,2019-12-13,9433000,폐기,정비필요품,고장/파손
2025-05-02,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922307,2019-12-13,9433000,폐기,폐품,사용연한경과
2022-06-07,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922311,2019-12-13,9433000,폐기,폐품,사용연한경과
2025-08-18,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922315,2019-12-13,9433000,폐기,정비필요품,고장/파손
2021-09-10,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922317,2019-12-13,9433000,매각,중고품,불용결정
2021-07-10,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922319,2019-12-13,9433000,폐기,정비필요품,고장/파손
2022-04-14,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922326,2019-12-13,9433000,매각,중고품,활용가능성 없음
2023-11-19,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922329,2019-12-13,9433000,폐기,폐품,사용연한경과
2025-03-22,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112222334,2022-10-12,7982000,폐기,폐품,사용연한경과
2025-07-13,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112222352,2022-10-12,7982000,폐기,폐품,사용연한경과
2025-10-20,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112222354,2022-10-12,7982000,폐기,폐품,사용연한경과
2026-01-06,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112222358,2022-10-12,7982000,매각,중고품,불용결정
2022-04-04,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111722370,2017-09-14,7867000,폐기,폐품,사용연한경과
2024-04-09,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111722375,2017-09-14,7867000,폐기,폐품,사용연한경과
2025-02-19,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111722380,2017-09-14,7867000,폐기,정비필요품,고장/파손
2024-08-14,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111722385,2017-09-14,7867000,폐기,폐품,사용연한경과
2025-06-06,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111722387,2017-09-14,7867000,매각,중고품,활용가능성 없음
2023-05-29,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111722389,2017-09-14,7867000,매각,중고품,사업종료
2020-11-12,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111722390,2017-09-14,7867000,폐기,정비필요품,고장/파손
2023-02-06,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111722393,2017-09-14,7867000,매각,중고품,활용가능성 없음
2019-02-10,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111722395,2017-09-14,7867000,폐기,폐품,사용연한경과
2022-12-27,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111722396,2017-09-14,7867000,폐기,폐품,사용연한경과
2024-09-12,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111722397,2017-09-14,7867000,폐기,폐품,사용연한경과
2020-02-13,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111522398,2015-10-28,16304000,폐기,폐품,사용연한경과
2017-05-12,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111522399,2015-10-28,16304000,매각,중고품,활용가능성 없음
2024-11-21,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112122406,2021-05-20,17170000,폐기,폐품,사용연한경과
2023-04-22,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112122407,2021-05-20,17170000,폐기,폐품,사용연한경과
2025-09-11,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112122410,2021-05-20,17170000,폐기,폐품,사용연한경과
2022-02-25,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922416,2019-09-19,8290000,폐기,폐품,사용연한경과
2025-11-21,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922417,2019-09-19,8290000,폐기,정비필요품,고장/파손
2024-01-06,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922418,2019-09-19,8290000,폐기,폐품,사용연한경과
2022-03-06,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922421,2019-09-19,8290000,폐기,정비필요품,고장/파손
2023-12-22,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922422,2019-09-19,8290000,폐기,폐품,사용연한경과
2022-08-19,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922425,2019-09-19,8290000,폐기,정비필요품,고장/파손
2021-08-21,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922427,2019-09-19,8290000,폐기,정비필요품,고장/파손
2023-06-14,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922429,2019-09-19,8290000,매각,중고품,사업종료
2021-07-18,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922430,2019-09-19,8290000,폐기,폐품,사용연한경과
2024-10-13,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922431,2019-09-19,8290000,매각,중고품,불용결정
2025-02-05,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922441,2019-09-19,8290000,폐기,정비필요품,고장/파손
2025-03-20,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922443,2019-09-19,8290000,매각,중고품,활용가능성 없음
2025-08-17,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922444,2019-09-19,8290000,매각,중고품,사업종료
2021-08-04,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922445,2019-09-19,8290000,매각,중고품,불용결정
2023-11-01,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922448,2019-09-19,8290000,매각,중고품,활용가능성 없음
2025-02-12,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922450,2019-09-19,8290000,폐기,정비필요품,고장/파손
2024-03-20,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111922457,2019-09-19,8290000,폐기,폐품,사용연한경과
2024-08-18,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M112222469,2022-11-06,67717000,폐기,정비필요품,고장/파손
2022-11-23,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112022472,2020-06-15,16347000,매각,중고품,불용결정
2023-07-07,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112022475,2020-06-15,16347000,매각,중고품,활용가능성 없음
2020-08-23,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111822479,2018-06-09,95255000,폐기,폐품,사용연한경과
2024-10-16,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111822485,2018-06-09,95255000,폐기,폐품,사용연한경과
2025-05-20,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112222488,2022-04-28,22534000,폐기,폐품,사용연한경과
2025-11-20,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112222490,2022-04-28,22534000,폐기,폐품,사용연한경과
2024-12-07,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112222491,2022-04-28,22534000,폐기,정비필요품,고장/파손
2024-08-14,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112222493,2022-04-28,22534000,폐기,폐품,사용연한경과
2022-09-23,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111822498,2018-01-19,24460000,매각,중고품,활용가능성 없음
2020-08-28,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111822499,2018-01-19,24460000,폐기,폐품,사용연한경과
2021-02-10,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111822502,2018-01-19,24460000,폐기,폐품,사용연한경과
2024-02-09,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111822504,2018-01-19,24460000,매각,중고품,사업종료
2023-11-25,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522509,2015-12-20,8376000,매각,중고품,활용가능성 없음
2023-02-23,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522511,2015-12-20,8376000,매각,중고품,사업종료
2022-12-03,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522512,2015-12-20,8376000,폐기,폐품,사용연한경과
2022-10-20,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522513,2015-12-20,8376000,폐기,폐품,사용연한경과
2022-06-30,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522514,2015-12-20,8376000,폐기,폐품,사용연한경과
2024-06-11,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522519,2015-12-20,8376000,매각,중고품,불용결정
2022-08-28,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522524,2015-12-20,8376000,폐기,폐품,사용연한경과
2018-01-07,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522526,2015-12-20,8376000,폐기,폐품,사용연한경과
2017-11-14,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522527,2015-12-20,8376000,폐기,폐품,사용연한경과
2024-05-29,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522531,2015-12-20,8376000,폐기,폐품,사용연한경과
2023-12-03,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522536,2015-12-20,8376000,매각,중고품,불용결정
2017-11-01,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522539,2015-12-20,8376000,폐기,정비필요품,고장/파손
2022-02-10,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522540,2015-12-20,8376000,매각,중고품,불용결정
2022-03-12,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111522544,2015-12-20,8376000,매각,중고품,불용결정
2025-09-03,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111922555,2019-03-09,4443000,매각,중고품,활용가능성 없음
2023-08-06,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111922560,2019-03-09,4443000,매각,중고품,불용결정
2023-04-05,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111922565,2019-03-09,4443000,폐기,폐품,사용연한경과
2020-12-23,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111922566,2019-03-09,4443000,매각,중고품,사업종료
2023-10-15,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111922567,2019-03-09,4443000,매각,중고품,활용가능성 없음
2021-07-03,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111922568,2019-03-09,4443000,폐기,폐품,사용연한경과
2022-01-12,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111922572,2019-03-09,4443000,폐기,폐품,사용연한경과
2020-09-03,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111722573,2017-06-15,81683000,매각,중고품,불용결정
2024-05-14,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112222585,2022-12-14,8447000,폐기,폐품,사용연한경과
2025-01-09,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112222593,2022-12-14,8447000,폐기,정비필요품,고장/파손
2024-04-11,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112222596,2022-12-14,8447000,매각,중고품,불용결정
2025-01-04,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112222603,2022-12-14,8447000,폐기,폐품,사용연한경과
2025-03-02,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112222607,2022-12-14,8447000,폐기,폐품,사용연한경과
2025-03-28,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112022653,2020-03-29,12244000,매각,중고품,활용가능성 없음
2025-05-26,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112022658,2020-03-29,12244000,폐기,폐품,사용연한경과
2022-09-14,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112022660,2020-03-29,12244000,매각,중고품,사업종료
2023-12-09,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112122663,2021-01-08,2535000,폐기,정비필요품,고장/파손
