불용일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,물품상태,사유
2025-06-01,2025-06-08,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717899,2017-06-04,6647000,2017-06-05,,폐품,내구연한 경과
2024-03-14,2024-03-21,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717902,2017-06-04,6647000,2017-06-05,,폐품,내구연한 경과
2020-07-16,2020-07-23,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717904,2017-06-04,6647000,2017-06-05,,폐품,내구연한 경과
2024-02-18,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717906,2017-06-04,6647000,2017-06-05,,중고품,구형화
2020-06-15,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717907,2017-06-04,6647000,2017-06-05,,중고품,구형화
2020-12-27,2021-01-03,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717910,2017-06-04,6647000,2017-06-05,,정비필요품,수리비용과다
2023-06-19,2023-06-26,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717914,2017-06-04,6647000,2017-06-05,,정비필요품,수리비용과다
2024-03-12,2024-03-19,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717915,2017-06-04,6647000,2017-06-05,,폐품,내구연한 경과
2019-08-27,2019-09-03,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717916,2017-06-04,6647000,2017-06-05,,폐품,내구연한 경과
2021-09-20,2021-09-27,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717917,2017-06-04,6647000,2017-06-05,,정비필요품,수리비용과다
2022-02-17,2022-02-24,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717918,2017-06-04,6647000,2017-06-05,,폐품,내구연한 경과
2024-12-27,2025-01-03,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717921,2017-06-04,6647000,2017-06-05,,중고품,활용부서부재
2019-09-22,2019-09-29,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717923,2017-06-04,6647000,2017-06-05,,정비필요품,수리비용과다
2023-05-13,2023-05-20,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717924,2017-06-04,6647000,2017-06-05,,폐품,내구연한 경과
2025-04-21,2025-04-28,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202217996,2022-06-30,3340000,2022-08-14,,중고품,구형화
2024-08-04,2024-08-11,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202218001,2022-06-30,3340000,2022-08-14,,중고품,활용부서부재
2024-03-27,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202218003,2022-06-30,3340000,2022-08-14,,중고품,구형화
2025-10-18,2025-10-25,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202218004,2022-06-30,3340000,2022-08-14,,폐품,내구연한 경과
2021-12-20,2021-12-27,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201818008,2018-12-21,2552000,2019-02-05,,폐품,내구연한 경과
2025-12-30,2026-01-06,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201818010,2018-12-21,2552000,2019-02-05,,폐품,내구연한 경과
2022-12-05,2022-12-12,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201818011,2018-12-21,2552000,2019-02-05,,중고품,구형화
2024-07-26,2024-08-02,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201518016,2015-05-16,1754000,2015-05-22,,폐품,내구연한 경과
2021-05-12,,hyl0610,황팀장,대기,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201518017,2015-05-16,1754000,2015-05-22,,폐품,내구연한 경과
2019-04-09,2019-04-16,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201518018,2015-05-16,1754000,2015-05-22,,중고품,구형화
2018-03-08,2018-03-15,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201518019,2015-06-21,637000,2015-07-31,,폐품,내구연한 경과
2026-07-17,,hyl0610,황팀장,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201518022,2015-06-21,637000,2015-07-31,,중고품,활용부서부재
2023-07-24,2023-07-31,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201518023,2015-06-21,637000,2015-07-31,,폐품,내구연한 경과
2016-12-26,,hyl0610,황팀장,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201518025,2015-06-21,637000,2015-07-31,,정비필요품,수리비용과다
2023-05-03,2023-05-10,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202018033,2020-12-23,8279000,2020-12-25,,폐품,내구연한 경과
2024-11-02,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202018036,2020-12-23,8279000,2020-12-25,,폐품,내구연한 경과
2022-08-28,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202018037,2020-12-23,8279000,2020-12-25,,중고품,구형화
2021-12-29,2022-01-05,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201618042,2016-02-29,5095000,2016-03-01,,폐품,내구연한 경과
2020-09-30,2020-10-07,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201618045,2016-02-29,5095000,2016-03-01,,정비필요품,수리비용과다
2024-10-24,2024-10-31,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201618048,2016-02-29,5095000,2016-03-01,,폐품,내구연한 경과
2021-12-21,,hyl0610,황팀장,대기,4322260926066170,"라우터, Netgear, (US)PR60X",M201618051,2016-02-29,5095000,2016-03-01,,중고품,활용부서부재
2023-12-14,2023-12-21,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201818093,2018-06-12,6070000,2018-08-07,,중고품,활용부서부재
2024-03-27,2024-04-03,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201818094,2018-06-12,6070000,2018-08-07,,폐품,내구연한 경과
2023-06-06,2023-06-13,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201818096,2018-06-12,6070000,2018-08-07,,중고품,구형화
2023-09-27,,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201818097,2018-06-12,6070000,2018-08-07,,폐품,내구연한 경과
2022-01-28,2022-02-04,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201818098,2018-06-12,6070000,2018-08-07,,정비필요품,수리비용과다
2021-05-08,,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201818100,2018-06-12,6070000,2018-08-07,,정비필요품,수리비용과다
2023-02-16,2023-02-23,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201718101,2017-11-03,13695000,2017-11-04,,폐품,내구연한 경과
2022-12-06,,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201718103,2017-11-03,13695000,2017-11-04,,신품,활용부서 부재
2019-08-13,2019-08-20,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201718108,2017-11-03,13695000,2017-11-04,,중고품,구형화
2025-11-28,2025-12-05,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201818109,2018-09-03,3799000,2018-10-11,,정비필요품,수리비용과다
2024-07-13,2024-07-20,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201818112,2018-09-03,3799000,2018-10-11,,중고품,구형화
2020-08-03,2020-08-10,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201918114,2019-05-02,3770000,2019-05-03,,폐품,내구연한 경과
2025-04-09,2025-04-16,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201918115,2019-05-02,3770000,2019-05-03,,폐품,내구연한 경과
2026-02-28,2026-03-07,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201918117,2019-05-02,3770000,2019-05-03,,중고품,활용부서부재
2023-12-28,2024-01-04,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201918118,2019-05-02,3770000,2019-05-03,,폐품,내구연한 경과
2025-01-12,2025-01-19,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201818130,2018-04-20,1520000,2018-06-03,,폐품,내구연한 경과
2023-09-01,2023-09-08,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201818132,2018-04-20,1520000,2018-06-03,,폐품,내구연한 경과
2020-03-13,,hyl0610,황팀장,대기,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201818133,2018-04-20,1520000,2018-06-03,,중고품,구형화
2022-12-05,2022-12-12,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201818134,2018-04-20,1520000,2018-06-03,,폐품,내구연한 경과
2022-12-13,,hyl0610,황팀장,반려,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201818138,2018-04-29,16914000,2018-05-01,,중고품,구형화
2025-08-28,2025-09-04,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201818139,2018-04-29,16914000,2018-05-01,,정비필요품,수리비용과다
2025-11-06,2025-11-13,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518142,2015-09-16,7148000,2015-11-09,,폐품,내구연한 경과
2023-02-21,2023-02-28,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518143,2015-09-16,7148000,2015-11-09,,폐품,내구연한 경과
2025-08-27,2025-09-03,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518144,2015-09-16,7148000,2015-11-09,,중고품,구형화
2018-08-09,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518147,2015-09-16,7148000,2015-11-09,,폐품,내구연한 경과
2018-07-23,2018-07-30,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518148,2015-09-16,7148000,2015-11-09,,정비필요품,수리비용과다
2025-01-05,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518149,2015-09-16,7148000,2015-11-09,,중고품,활용부서부재
2022-07-24,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518153,2015-09-16,7148000,2015-11-09,,중고품,활용부서부재
2019-09-25,2019-10-02,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518160,2015-09-16,7148000,2015-11-09,,폐품,내구연한 경과
2023-09-26,2023-10-03,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518161,2015-09-16,7148000,2015-11-09,,정비필요품,수리비용과다
2021-11-30,2021-12-07,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518162,2015-09-16,7148000,2015-11-09,,중고품,구형화
2025-05-10,2025-05-17,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518163,2015-09-16,7148000,2015-11-09,,정비필요품,수리비용과다
2019-08-11,2019-08-18,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518168,2015-09-16,7148000,2015-11-09,,중고품,활용부서부재
2017-12-22,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518169,2015-09-16,7148000,2015-11-09,,폐품,내구연한 경과
2018-12-10,2018-12-17,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518170,2015-09-16,7148000,2015-11-09,,폐품,내구연한 경과
2018-09-30,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518171,2015-09-16,7148000,2015-11-09,,중고품,구형화
2020-05-12,2020-05-19,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518172,2015-09-16,7148000,2015-11-09,,폐품,내구연한 경과
2018-12-10,2018-12-17,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518174,2015-09-16,7148000,2015-11-09,,폐품,내구연한 경과
2019-04-26,,hyl0610,황팀장,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518175,2015-09-16,7148000,2015-11-09,,정비필요품,수리비용과다
2022-04-07,2022-04-14,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518176,2015-09-16,7148000,2015-11-09,,중고품,활용부서부재
2018-07-12,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518183,2015-09-16,7148000,2015-11-09,,정비필요품,수리비용과다
2018-08-18,2018-08-25,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518185,2015-09-16,7148000,2015-11-09,,중고품,구형화
2021-06-17,2021-06-24,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201818187,2018-11-11,653000,2019-01-04,,중고품,활용부서부재
2022-11-26,2022-12-03,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201818188,2018-11-11,653000,2019-01-04,,중고품,구형화
2024-10-07,2024-10-14,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201818190,2018-11-11,653000,2019-01-04,,중고품,활용부서부재
2023-12-26,2024-01-02,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201818191,2018-11-11,653000,2019-01-04,,폐품,내구연한 경과
2025-08-20,,hyl0610,황팀장,반려,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201818192,2018-11-11,653000,2019-01-04,,폐품,내구연한 경과
2024-08-10,,hyl0610,황팀장,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201518196,2015-12-29,247000,2016-02-24,,중고품,구형화
2021-06-21,,hyl0610,황팀장,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201518197,2015-12-29,247000,2016-02-24,,정비필요품,수리비용과다
2020-04-30,2020-05-07,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201518201,2015-12-29,247000,2016-02-24,,폐품,내구연한 경과
2020-11-04,2020-11-11,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201718202,2017-11-01,166000,2017-12-02,,정비필요품,수리비용과다
2023-01-13,2023-01-20,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201718203,2017-11-01,166000,2017-12-02,,폐품,내구연한 경과
2019-02-23,,hyl0610,황팀장,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201718205,2017-11-01,166000,2017-12-02,,폐품,내구연한 경과
2022-08-04,2022-08-11,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201918242,2019-11-23,640000,2019-11-24,,중고품,구형화
2024-05-21,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201918247,2019-11-23,640000,2019-11-24,,폐품,내구연한 경과
2021-01-21,,hyl0610,황팀장,반려,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201618250,2016-10-26,4313000,2016-12-08,,신품,활용부서 부재
2025-02-07,,hyl0610,황팀장,반려,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201618251,2016-10-26,4313000,2016-12-08,,신품,활용부서 부재
2021-10-12,,hyl0610,황팀장,반려,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201618252,2016-10-26,4313000,2016-12-08,,중고품,구형화
2020-03-16,2020-03-23,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201518262,2015-06-21,3018000,2015-06-25,,중고품,구형화
2020-07-08,,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201518263,2015-06-21,3018000,2015-06-25,,중고품,구형화
2025-05-31,2025-06-07,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201718264,2017-05-05,3283000,2017-05-07,,정비필요품,수리비용과다
2025-02-13,,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201718265,2017-05-05,3283000,2017-05-07,,중고품,활용부서부재
2021-08-31,2021-09-07,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201718266,2017-05-05,3283000,2017-05-07,,중고품,활용부서부재
2022-09-15,2022-09-22,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202018278,2020-11-23,2483000,2020-11-25,,폐품,내구연한 경과
2023-10-11,,hyl0610,황팀장,반려,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918281,2019-12-16,9721000,2019-12-19,,폐품,내구연한 경과
2025-01-08,2025-01-15,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918283,2019-12-16,9721000,2019-12-19,,중고품,활용부서부재
2026-05-16,2026-05-23,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918284,2019-12-16,9721000,2019-12-19,,중고품,구형화
2022-06-20,2022-06-27,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918285,2019-12-16,9721000,2019-12-19,,폐품,내구연한 경과
2024-05-12,2024-05-19,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918288,2019-12-16,9721000,2019-12-19,,폐품,내구연한 경과
2024-10-29,2024-11-05,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918290,2019-12-16,9721000,2019-12-19,,폐품,내구연한 경과
2018-06-22,2018-06-29,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201518299,2015-01-27,9028000,2015-03-19,,폐품,내구연한 경과
2024-07-27,2024-08-03,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201518300,2015-01-27,9028000,2015-03-19,,폐품,내구연한 경과
2021-08-26,,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201518303,2015-01-27,9028000,2015-03-19,,폐품,내구연한 경과
2025-01-22,2025-01-29,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918307,2019-03-17,8588000,2019-03-23,,폐품,내구연한 경과
2024-04-10,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918309,2019-03-17,8588000,2019-03-23,,폐품,내구연한 경과
2020-08-23,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918310,2019-03-17,8588000,2019-03-23,,폐품,내구연한 경과
2023-03-23,2023-03-30,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918311,2019-03-17,8588000,2019-03-23,,폐품,내구연한 경과
2026-03-01,2026-03-08,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918312,2019-03-17,8588000,2019-03-23,,폐품,내구연한 경과
2024-01-22,2024-01-29,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918314,2019-03-17,8588000,2019-03-23,,폐품,내구연한 경과
2018-08-23,2018-08-30,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201618316,2016-07-25,211000,2016-09-22,,폐품,내구연한 경과
2020-02-27,2020-03-05,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201618318,2016-07-25,211000,2016-09-22,,폐품,내구연한 경과
2026-05-22,2026-05-29,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202118324,2021-12-30,5966000,2022-02-17,,정비필요품,수리비용과다
2025-07-28,2025-08-04,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202118326,2021-12-30,5966000,2022-02-17,,폐품,내구연한 경과
2026-03-11,2026-03-18,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202118330,2021-12-30,5966000,2022-02-17,,폐품,내구연한 경과
2025-05-06,2025-05-13,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202118331,2021-12-30,5966000,2022-02-17,,폐품,내구연한 경과
2024-05-18,2024-05-25,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202118336,2021-12-30,5966000,2022-02-17,,폐품,내구연한 경과
2024-02-20,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202118339,2021-12-30,5966000,2022-02-17,,폐품,내구연한 경과
2025-07-30,2025-08-06,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202118344,2021-12-30,5966000,2022-02-17,,폐품,내구연한 경과
2023-10-19,2023-10-26,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202118346,2021-12-30,5966000,2022-02-17,,중고품,활용부서부재
2026-01-29,2026-02-05,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202118349,2021-12-30,5966000,2022-02-17,,중고품,구형화
2018-07-23,,hyl0610,황팀장,반려,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201618351,2016-07-20,2988000,2016-07-22,,폐품,내구연한 경과
2023-11-11,,hyl0610,황팀장,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201618352,2016-07-20,2988000,2016-07-22,,폐품,내구연한 경과
2025-11-11,,hyl0610,황팀장,반려,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201618353,2016-07-20,2988000,2016-07-22,,정비필요품,수리비용과다
2020-05-24,2020-05-31,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518390,2015-06-05,1201000,2015-06-12,,중고품,구형화
2024-08-06,2024-08-13,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518391,2015-06-05,1201000,2015-06-12,,중고품,구형화
2020-10-13,,hyl0610,황팀장,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518392,2015-06-05,1201000,2015-06-12,,폐품,내구연한 경과
2021-11-04,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518394,2015-06-05,1201000,2015-06-12,,정비필요품,수리비용과다
2022-10-22,2022-10-29,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201518396,2015-06-05,1201000,2015-06-12,,정비필요품,수리비용과다
2025-03-31,2025-04-07,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202218398,2022-10-26,2577000,2022-12-17,,정비필요품,수리비용과다
