G2B_목록번호,G2B_목록명,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,수량,승인상태,취득정리구분,운용부서코드,비고
4322261025578661,"허브, Belkin, (US)INC002, 7port",2019-08-21,183000,2019-08-28,공학대학RC행정팀(ERICA),취득,5,2,확정,자체제작,C352,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2023-03-01,2736000,2023-04-01,시설팀(ERICA),취득,7,1,확정,자체구입,A351,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2025-01-03,9078000,,글로벌문화통상대학RC행정팀(ERICA),취득,10,40,대기,자체구입,C360,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2019-12-02,2534000,2019-12-09,경상대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C364,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2015-02-16,739000,2015-03-18,학생지원팀(ERICA),취득,10,1,확정,자체구입,A320,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2023-05-06,2276000,,경상대학RC행정팀(ERICA),취득,5,6,반려,자체제작,C364,예산 초과로 인한 반려
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2020-03-29,1184000,2020-04-03,시설팀(ERICA),취득,8,2,확정,자체구입,A351,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2018-04-23,1714000,2018-06-18,경상대학RC행정팀(ERICA),취득,10,9,확정,자체구입,C364,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2016-05-21,276000,2016-07-01,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2024-11-13,117000,,경상대학RC행정팀(ERICA),취득,4,3,대기,기증,C364,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2023-12-07,16230000,2023-12-10,공학대학RC행정팀(ERICA),취득,7,5,확정,자체구입,C352,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2025-02-22,6436000,,경상대학RC행정팀(ERICA),취득,10,17,대기,자체구입,C364,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2016-07-19,6343000,2016-08-19,소프트웨어융합대학RC행정팀(ERICA),취득,8,10,확정,자체구입,C354,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2017-09-29,326000,2017-11-07,경상대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C364,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2015-07-01,2260000,2015-08-19,경상대학RC행정팀(ERICA),취득,5,9,확정,자체구입,C364,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2024-10-24,326000,,시설팀(ERICA),취득,5,1,대기,자체구입,A351,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2024-11-09,1118000,,시설팀(ERICA),취득,5,3,대기,자체구입,A351,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2024-03-11,9905000,2024-04-20,학생지원팀(ERICA),취득,5,9,확정,자체구입,A320,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2016-11-15,10500000,2016-11-21,경상대학RC행정팀(ERICA),취득,5,9,확정,기증,C364,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2016-04-08,13596000,2016-05-20,경상대학RC행정팀(ERICA),취득,10,38,확정,자체구입,C364,
4322260926066170,"라우터, Netgear, (US)PR60X",2016-04-29,1603000,2016-06-11,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2015-04-17,951000,2015-04-21,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2025-07-29,700000,2025-08-01,공학대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C352,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2020-01-06,6488000,2020-02-19,학생지원팀(ERICA),취득,6,9,확정,자체구입,A320,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2020-03-11,13757000,2020-03-15,글로벌문화통상대학RC행정팀(ERICA),취득,7,5,확정,자체구입,C360,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2023-08-26,951000,2023-09-01,시설팀(ERICA),취득,5,10,확정,자체구입,A351,Consectetur nobis odit.
4322260926066170,"라우터, Netgear, (US)PR60X",2023-05-29,992000,2023-07-21,글로벌문화통상대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C360,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2022-05-20,488000,2022-06-22,소프트웨어융합대학RC행정팀(ERICA),취득,5,9,확정,자체구입,C354,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2015-10-29,2610000,2015-12-15,경상대학RC행정팀(ERICA),취득,10,13,확정,자체구입,C364,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2019-07-26,445000,2019-07-28,경상대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C364,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2017-07-05,246000,2017-07-09,시설팀(ERICA),취득,5,3,확정,자체구입,A351,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2024-11-25,4948000,2024-11-30,공학대학RC행정팀(ERICA),취득,6,6,확정,자체구입,C352,Ex saepe placeat.
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-07-10,6221000,2015-09-04,소프트웨어융합대학RC행정팀(ERICA),취득,6,8,확정,자체구입,C354,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2015-09-06,434000,2015-10-10,글로벌문화통상대학RC행정팀(ERICA),취득,10,2,확정,자체구입,C360,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2020-01-23,4185000,2020-01-26,공학대학RC행정팀(ERICA),취득,10,11,확정,자체구입,C352,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2022-01-30,631000,2022-02-05,글로벌문화통상대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C360,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-07,8208000,2016-11-12,시설팀(ERICA),취득,6,10,확정,자체구입,A351,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2018-09-20,1689000,2018-09-22,공학대학RC행정팀(ERICA),취득,10,8,확정,자체구입,C352,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2020-12-03,1045000,2020-12-07,시설팀(ERICA),취득,5,3,확정,자체구입,A351,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2025-01-01,2518000,,시설팀(ERICA),취득,5,7,대기,자체제작,A351,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2025-02-17,347000,,경상대학RC행정팀(ERICA),취득,4,8,대기,자체구입,C364,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2024-04-24,1601000,2024-06-02,글로벌문화통상대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C360,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2018-09-18,464000,2018-11-14,글로벌문화통상대학RC행정팀(ERICA),취득,5,8,확정,자체구입,C360,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2016-10-15,14507000,2016-10-16,시설팀(ERICA),취득,10,40,확정,자체구입,A351,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2017-03-17,4424000,2017-03-22,글로벌문화통상대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C360,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2019-11-24,7024000,2020-01-21,학생지원팀(ERICA),취득,8,10,확정,자체구입,A320,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2021-09-23,16350000,2021-09-26,글로벌문화통상대학RC행정팀(ERICA),취득,10,44,확정,자체구입,C360,
4322260926066170,"라우터, Netgear, (US)PR60X",2022-06-08,5173000,,소프트웨어융합대학RC행정팀(ERICA),취득,6,9,반려,자체구입,C354,예산 초과로 인한 반려
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2021-01-16,3294000,2021-01-22,글로벌문화통상대학RC행정팀(ERICA),취득,10,4,확정,자체구입,C360,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2025-12-21,6778000,,글로벌문화통상대학RC행정팀(ERICA),취득,10,9,대기,자체구입,C360,Rem unde consectetur laboriosam.
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2017-09-10,406000,2017-11-02,경상대학RC행정팀(ERICA),취득,5,7,확정,자체구입,C364,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2025-12-09,1816000,,학생지원팀(ERICA),취득,10,9,대기,자체구입,A320,Velit necessitatibus eaque necessitatibus in velit.
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2024-02-10,7294000,2024-04-10,시설팀(ERICA),취득,6,8,확정,자체구입,A351,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2023-01-03,570000,2023-01-06,학생지원팀(ERICA),취득,10,3,확정,자체구입,A320,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2016-10-16,10170000,2016-11-18,공학대학RC행정팀(ERICA),취득,10,46,확정,자체구입,C352,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-04-18,7342000,2016-05-24,글로벌문화통상대학RC행정팀(ERICA),취득,6,9,확정,자체구입,C360,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2025-12-24,4239000,,경상대학RC행정팀(ERICA),취득,10,22,대기,자체구입,C364,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2018-05-04,6879000,2018-05-08,시설팀(ERICA),취득,10,39,확정,자체구입,A351,Non ipsa debitis nulla porro.
4322260926066170,"라우터, Netgear, (US)PR60X",2023-10-19,1091000,2023-11-21,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2022-05-16,5824000,2022-05-18,시설팀(ERICA),취득,7,2,확정,자체구입,A351,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2018-05-04,2120000,2018-05-10,시설팀(ERICA),취득,10,10,확정,자체구입,A351,
4322260926066170,"라우터, Netgear, (US)PR60X",2021-03-06,1192000,2021-03-07,시설팀(ERICA),취득,6,2,확정,기증,A351,
4322260926066170,"라우터, Netgear, (US)PR60X",2023-12-31,4145000,2024-01-07,소프트웨어융합대학RC행정팀(ERICA),취득,6,8,확정,자체구입,C354,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2015-11-07,936000,2016-01-05,학생지원팀(ERICA),취득,5,10,확정,자체구입,A320,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2023-08-16,5743000,2023-09-26,소프트웨어융합대학RC행정팀(ERICA),취득,10,28,확정,자체구입,C354,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2023-05-13,11591000,2023-05-19,공학대학RC행정팀(ERICA),취득,6,7,확정,자체구입,C352,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2025-09-15,3241000,,학생지원팀(ERICA),취득,10,14,대기,자체구입,A320,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2024-05-31,1172000,2024-07-26,시설팀(ERICA),취득,8,2,확정,자체구입,A351,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2019-03-17,3819000,2019-03-21,공학대학RC행정팀(ERICA),취득,10,5,확정,자체구입,C352,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2025-08-05,5022000,,학생지원팀(ERICA),취득,10,6,대기,자체구입,A320,Quia nostrum error fugiat.
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2023-04-14,5558000,2023-04-16,학생지원팀(ERICA),취득,6,6,확정,자체구입,A320,
4322260926066170,"라우터, Netgear, (US)PR60X",2021-09-24,2384000,2021-09-28,시설팀(ERICA),취득,6,4,확정,자체구입,A351,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2020-12-02,1154000,2020-12-08,경상대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C364,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2024-12-24,1426000,2024-12-30,공학대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C352,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2022-10-31,641000,2022-11-02,경상대학RC행정팀(ERICA),취득,10,3,확정,자체구입,C364,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2024-01-04,6631000,2024-01-05,소프트웨어융합대학RC행정팀(ERICA),취득,10,8,확정,자체구입,C354,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2019-01-18,1687000,2019-01-23,경상대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C364,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2022-09-10,13006000,2022-10-16,학생지원팀(ERICA),취득,6,7,확정,자체구입,A320,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2025-10-14,8948000,2025-10-17,소프트웨어융합대학RC행정팀(ERICA),취득,10,41,확정,자체구입,C354,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2019-08-08,7419000,2019-10-06,공학대학RC행정팀(ERICA),취득,10,32,확정,자체구입,C352,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2023-01-09,6717000,2023-02-21,공학대학RC행정팀(ERICA),취득,10,35,확정,자체구입,C352,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2018-01-26,1621000,2018-03-17,공학대학RC행정팀(ERICA),취득,10,8,확정,자체구입,C352,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2019-11-12,3702000,2020-01-11,경상대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C364,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2025-12-16,253000,,시설팀(ERICA),취득,5,3,대기,자체제작,A351,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2021-05-11,4595000,2021-05-12,공학대학RC행정팀(ERICA),취득,6,6,확정,자체구입,C352,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2018-05-21,3262000,2018-06-20,공학대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C352,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2025-12-03,4592000,2025-12-05,공학대학RC행정팀(ERICA),취득,10,6,확정,자체구입,C352,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2018-05-19,54000,2018-06-21,공학대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C352,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2024-05-11,3881000,2024-06-22,학생지원팀(ERICA),취득,5,3,확정,자체구입,A320,Nesciunt alias nisi eligendi quibusdam tenetur molestias.
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2015-04-01,13381000,2015-05-06,공학대학RC행정팀(ERICA),취득,6,7,확정,자체구입,C352,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2022-10-16,670000,2022-10-18,글로벌문화통상대학RC행정팀(ERICA),취득,8,1,확정,자체구입,C360,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2016-09-22,12546000,2016-10-22,소프트웨어융합대학RC행정팀(ERICA),취득,5,10,확정,자체구입,C354,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2019-11-12,2697000,2019-12-16,소프트웨어융합대학RC행정팀(ERICA),취득,8,4,확정,자체구입,C354,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2020-12-25,725000,2020-12-30,시설팀(ERICA),취득,5,2,확정,자체구입,A351,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2020-12-08,771000,2020-12-09,글로벌문화통상대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C360,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2023-05-17,3256000,2023-05-22,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2016-07-07,15966000,2016-07-14,소프트웨어융합대학RC행정팀(ERICA),취득,10,49,확정,자체구입,C354,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2025-04-19,5664000,,경상대학RC행정팀(ERICA),취득,6,6,대기,자체구입,C364,Ad illo minima molestiae.
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2020-09-21,15949000,2020-10-31,경상대학RC행정팀(ERICA),취득,7,5,확정,자체구입,C364,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2025-01-11,7493000,2025-01-16,경상대학RC행정팀(ERICA),취득,10,10,확정,자체구입,C364,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2022-09-11,2540000,2022-10-14,학생지원팀(ERICA),취득,5,10,확정,자체구입,A320,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2024-03-02,3110000,2024-05-01,경상대학RC행정팀(ERICA),취득,7,1,확정,자체구입,C364,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2020-02-03,8306000,2020-03-17,경상대학RC행정팀(ERICA),취득,10,49,확정,자체구입,C364,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2020-08-07,4514000,2020-09-28,공학대학RC행정팀(ERICA),취득,10,23,확정,자체구입,C352,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2019-02-08,3468000,2019-02-11,소프트웨어융합대학RC행정팀(ERICA),취득,10,4,확정,자체구입,C354,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2018-05-03,3521000,2018-06-18,소프트웨어융합대학RC행정팀(ERICA),취득,8,5,확정,자체구입,C354,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2020-10-06,2377000,2020-10-07,글로벌문화통상대학RC행정팀(ERICA),취득,5,10,확정,자체구입,C360,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2015-09-08,839000,2015-10-18,글로벌문화통상대학RC행정팀(ERICA),취득,10,5,확정,자체구입,C360,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2022-02-05,11300000,2022-03-28,소프트웨어융합대학RC행정팀(ERICA),취득,5,10,확정,자체구입,C354,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2023-11-04,296000,2023-11-08,학생지원팀(ERICA),취득,4,8,확정,자체구입,A320,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2023-01-16,2636000,2023-03-14,공학대학RC행정팀(ERICA),취득,8,4,확정,자체구입,C352,Voluptatem minima eos ullam esse doloremque.
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2015-08-06,3929000,2015-09-17,시설팀(ERICA),취득,10,20,확정,자체구입,A351,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2022-05-22,9176000,2022-05-23,시설팀(ERICA),취득,10,40,확정,자체구입,A351,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-06-20,6458000,2015-06-25,경상대학RC행정팀(ERICA),취득,6,9,확정,자체구입,C364,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2015-12-25,6125000,2015-12-29,소프트웨어융합대학RC행정팀(ERICA),취득,7,2,확정,자체구입,C354,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2020-11-03,2170000,2020-11-06,학생지원팀(ERICA),취득,5,6,확정,자체구입,A320,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2021-07-14,8990000,2021-08-25,소프트웨어융합대학RC행정팀(ERICA),취득,5,8,확정,자체구입,C354,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2019-12-18,7676000,2019-12-25,경상대학RC행정팀(ERICA),취득,10,10,확정,자체구입,C364,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2025-08-23,2770000,2025-10-14,시설팀(ERICA),취득,6,3,확정,자체구입,A351,Repellat fugit atque consequatur odio.
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2018-08-08,7277000,2018-09-25,소프트웨어융합대학RC행정팀(ERICA),취득,10,9,확정,자체구입,C354,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2022-05-24,3721000,2022-06-26,글로벌문화통상대학RC행정팀(ERICA),취득,10,5,확정,자체구입,C360,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2020-09-17,81000,2020-11-02,경상대학RC행정팀(ERICA),취득,4,2,확정,자체구입,C364,Veniam itaque reprehenderit reprehenderit.
4322261025578661,"허브, Belkin, (US)INC002, 7port",2022-03-11,413000,2022-04-15,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2018-11-18,8310000,2018-11-23,글로벌문화통상대학RC행정팀(ERICA),취득,6,9,확정,자체구입,C360,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2025-07-10,83000,2025-07-11,글로벌문화통상대학RC행정팀(ERICA),취득,4,2,확정,자체구입,C360,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2016-01-07,5489000,2016-01-14,시설팀(ERICA),취득,7,2,확정,기증,A351,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2017-08-09,1949000,2017-08-12,소프트웨어융합대학RC행정팀(ERICA),취득,10,10,확정,자체구입,C354,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2025-01-11,513000,2025-02-11,시설팀(ERICA),취득,5,9,확정,자체구입,A351,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2025-08-19,9002000,,공학대학RC행정팀(ERICA),취득,5,7,대기,자체구입,C352,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2019-03-28,1089000,2019-05-05,경상대학RC행정팀(ERICA),취득,10,5,확정,자체구입,C364,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2024-10-30,1617000,,소프트웨어융합대학RC행정팀(ERICA),취득,10,8,대기,자체구입,C354,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2022-09-26,970000,2022-09-28,경상대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C364,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2019-03-06,1629000,2019-03-13,공학대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C352,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2016-12-20,6743000,2016-12-24,소프트웨어융합대학RC행정팀(ERICA),취득,10,18,확정,자체구입,C354,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2023-10-14,7277000,2023-10-20,경상대학RC행정팀(ERICA),취득,5,6,확정,자체구입,C364,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2021-08-05,19190000,2021-09-04,소프트웨어융합대학RC행정팀(ERICA),취득,7,7,확정,자체구입,C354,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2024-05-27,736000,2024-06-02,글로벌문화통상대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C360,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2025-01-25,3286000,2025-01-26,글로벌문화통상대학RC행정팀(ERICA),취득,8,5,확정,자체구입,C360,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2017-11-18,18694000,2017-12-30,글로벌문화통상대학RC행정팀(ERICA),취득,7,6,확정,자체구입,C360,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2025-10-19,238000,,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,대기,자체구입,C354,
