물품고유번호,G2B목록명,물품분류명,운용부서코드,운용부서명,캠퍼스,취득일자,불용일자,처분방식,물품상태,불용사유,내용연수,취득금액,운용연차,잔여내용연수,부서가혹도,누적사용부하,고장임박도,가격민감도,장비중요도,리드타임등급,취득월,구매배치ID,구매배치수량,대량구매여부,동일배치자산수,동일배치운용연차평균,월평균사용시간,주당사용일수,공용장비여부,수업사용여부,사용강도지수,누적점검수리횟수,누적수리횟수,최근1년수리횟수,최근2년수리횟수,마지막수리후경과개월,누적수리비용,취득금액대비수리비율,최대장애심각도,교체권고횟수,취득학기구분,취득학기구분_Code,신학기준비월여부,예산집행월여부,방학기간여부,부서예산등급,부서예산등급_Code,부서교체성향,부서관리성향,G2B목록명_Code,물품분류명_Code,운용부서코드_Code,캠퍼스_Code,실제수명,학습데이터여부,데이터세트구분,서비스계수,실제잔여수명,예측잔여수명,(월별)고장예상수량,안전재고,(월별)필요수량,AI예측고장일,안전버퍼,권장발주일,예측실행일자
M201800938,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,,,,,8,80000,7.77,0.23,1.0,7.77,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,135,4,1,0,0.975,4,3,0,0,29.9,8000,0.1,2,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201800939,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,,,,,8,80000,7.77,0.23,1.0,7.77,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,147,5,1,0,1.088,5,4,3,4,0.5,14000,0.175,3,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201800940,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,,,,,8,80000,7.77,0.23,1.0,7.77,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,109,6,1,0,0.831,4,4,1,1,9.9,8000,0.1,2,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201800941,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,,,,,8,80000,7.77,0.23,1.0,7.77,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,91,6,0,0,0.8,3,3,0,0,75.8,12000,0.15,2,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201800942,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,,,,,8,80000,7.77,0.23,1.0,7.77,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,189,4,0,0,1.213,0,0,0,0,93.2,0,0.0,0,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201800943,작업용의자,작업용의자,C190,사회과학대학RC행정팀(서울),ERICA,2018-05-07,2026-01-08,폐기,폐품,고장/파손,8,80000,7.77,0.23,1.2,9.32,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,191,4,0,1,1.266,11,5,0,1,18.5,3000,0.038,1,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.198128149058678,6.407624514674722,7.77,Y,Test,,0.0,,0,0,0,,0.0,,2026-02-10
M201800944,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,2025-08-24,폐기,폐품,수리비용과다,8,80000,7.49,0.51,1.0,7.49,0.88,0.61,0.43,0,5,B2018001467,15,1,15,7.75,162,5,1,1,1.35,2,0,0,1,18.8,0,0.0,0,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,7.49,Y,Test,,0.0,,0,0,0,,0.0,,2026-02-10
M201800945,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,,,,,8,80000,7.77,0.23,1.0,7.77,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,135,5,1,0,0.952,5,2,0,2,22.4,9000,0.112,3,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201800946,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,,,,,8,80000,7.77,0.23,1.0,7.77,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,92,6,1,0,0.8,4,2,0,2,12.0,8000,0.1,2,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201800947,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,,,,,8,80000,7.77,0.23,1.0,7.77,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,116,3,0,1,0.865,5,3,0,0,29.1,1000,0.012,1,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201800948,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,,,,,8,80000,7.77,0.23,1.0,7.77,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,102,6,0,0,0.8,4,3,0,0,32.5,13000,0.162,2,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201800949,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,,,,,8,80000,7.77,0.23,1.0,7.77,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,146,5,0,0,1.016,4,3,2,3,1.0,7000,0.088,2,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201800950,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2018-05-07,2026-01-22,,,내용연수경과,8,80000,7.77,0.23,1.0,7.77,0.94,0.61,0.43,0,5,B2018001467,15,1,15,7.75,197,3,1,0,1.35,3,3,0,0,34.0,2000,0.025,1,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200501204,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-10-04,2014-08-15,폐기,폐품,노후화,8,81000,9.42,-1.42,1.0,9.42,1.0,0.61,0.43,0,10,B2005001468,1,0,1,9.42,181,5,0,1,1.345,8,6,1,1,8.0,7000,0.086,1,0,2학기,3,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,9.42,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500934,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-05-12,2026-01-21,,,고장/파손,8,89000,10.76,-2.76,1.0,10.76,1.0,0.62,0.43,0,5,B2015001469,1,0,1,10.76,85,5,0,0,0.8,7,4,0,0,33.0,15000,0.169,2,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202400683,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2024-04-16,,,,,8,87000,1.82,6.18,1.0,1.82,0.05,0.62,0.43,0,4,B2024001470,1,0,1,1.82,140,5,0,1,1.0,1,0,1,1,6.6,0,0.0,0,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200501189,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2013-08-19,폐기,폐품,고장/파손,8,79000,7.87,0.13,1.0,7.87,0.97,0.61,0.43,0,12,B2005001471,15,1,15,11.92,150,6,1,1,1.263,5,3,0,2,17.0,8000,0.101,2,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,7.87,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200501190,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2013-02-22,폐기,폐품,노후화,8,79000,7.82,0.18,1.0,7.82,0.96,0.61,0.43,0,12,B2005001471,15,1,15,11.92,188,6,0,0,1.223,5,3,0,2,16.4,8000,0.101,2,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,7.82,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200501191,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2016-02-21,폐기,폐품,수리비용과다,8,79000,10.8,-2.8,1.0,10.8,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,102,5,0,1,0.8,7,3,0,2,13.6,13000,0.165,3,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,10.8,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200501192,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2017-12-19,폐기,폐품,성능저하,8,79000,12.41,-4.41,1.0,12.41,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,101,5,0,0,0.8,7,7,0,0,28.1,20000,0.253,2,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,12.41,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200501193,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2017-02-19,폐기,폐품,수리비용과다,8,79000,11.77,-3.77,1.0,11.77,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,114,5,1,0,0.888,6,3,2,2,3.2,3000,0.038,1,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,11.77,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200501194,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2018-08-13,폐기,폐품,성능저하,8,79000,12.72,-4.72,1.0,12.72,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,108,5,1,0,0.852,7,5,1,1,2.0,10000,0.127,2,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200501195,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2014-08-24,폐기,폐품,내용연수경과,8,79000,9.13,-1.13,1.0,9.13,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,181,4,0,0,1.252,3,3,1,1,5.4,21000,0.266,3,1,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,9.13,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200501196,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2017-12-13,폐기,폐품,성능저하,8,79000,12.32,-4.32,1.0,12.32,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,112,6,0,0,0.8,3,3,0,0,42.5,8000,0.101,3,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,12.32,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200501197,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2026-01-05,,,내용연수경과,8,79000,20.18,-12.18,1.0,20.18,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,101,5,0,0,0.8,9,5,0,0,31.0,16000,0.203,2,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200501198,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2016-08-07,폐기,폐품,수리비용과다,8,79000,11.12,-3.12,1.0,11.12,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,127,4,1,0,0.904,6,5,0,1,22.7,8000,0.101,3,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,11.12,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200501199,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2024-12-24,,,노후화,8,79000,20.18,-12.18,1.0,20.18,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,133,3,1,0,0.963,12,7,0,0,44.6,26000,0.329,2,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M200501200,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2018-08-21,폐기,폐품,내구연한 경과(노후화),8,79000,13.14,-5.14,1.0,13.14,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,105,6,0,0,0.8,6,4,1,1,3.3,12000,0.152,2,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,13.14,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200501201,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2015-08-24,폐기,폐품,수리비용과다,8,79000,9.94,-1.94,1.0,9.94,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,163,3,0,1,1.175,3,1,0,0,52.5,4000,0.051,2,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,9.94,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200501202,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2016-02-21,폐기,폐품,내구연한 경과(노후화),8,79000,10.92,-2.92,1.0,10.92,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,123,4,0,0,0.847,3,1,0,0,29.6,5000,0.063,2,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,10.92,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M200501203,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2005-12-11,2014-02-25,폐기,폐품,노후화,8,79000,8.41,-0.41,1.0,8.41,1.0,0.61,0.43,0,12,B2005001471,15,1,15,11.92,193,5,0,0,1.211,5,3,0,1,13.6,8000,0.101,2,0,2학기,3,0,1,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,8.41,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500918,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,,,,,8,84000,10.98,-2.98,1.0,10.98,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,102,3,1,0,0.81,11,8,0,1,21.2,23000,0.274,3,1,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500919,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,,,,,8,84000,10.98,-2.98,1.0,10.98,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,121,3,0,1,0.853,6,4,0,0,53.7,20000,0.238,2,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500920,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,2025-09-17,,,성능저하,8,84000,10.98,-2.98,1.0,10.98,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,179,4,0,1,1.252,4,2,0,0,31.6,10000,0.119,3,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500921,작업용의자,작업용의자,C364,경상대학RC행정팀(ERICA),ERICA,2015-02-19,2022-02-25,폐기,폐품,고장/파손,8,84000,7.21,0.79,1.0,7.21,0.81,0.62,0.43,0,2,B2015001472,15,1,15,9.61,166,6,1,0,1.231,5,3,2,2,4.2,10000,0.119,2,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.694848715877887,6.407624514674722,7.21,Y,Train,,0.0,,0,0,0,,0.0,,2026-02-10
M201500922,작업용의자,작업용의자,C354,소프트웨어융합대학RC행정팀(ERICA),ERICA,2015-02-19,2024-02-16,폐기,폐품,노후화,8,84000,9.63,-1.63,1.3,12.52,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,162,6,0,0,1.081,6,5,1,1,0.5,16000,0.19,3,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,5.7199446878875575,6.407624514674722,9.63,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M201500923,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,2023-08-18,폐기,폐품,수리비용과다,8,84000,8.79,-0.79,1.0,8.79,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,138,5,1,0,1.09,6,2,0,1,12.9,5000,0.06,2,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,8.79,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M201500924,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,2023-12-19,폐기,폐품,고장/파손,8,84000,9.07,-1.07,1.0,9.07,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,130,6,1,0,1.009,7,5,1,1,4.6,19000,0.226,3,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,9.07,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M201500925,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,2023-08-22,매각,폐품,내용연수경과,8,84000,8.91,-0.91,1.0,8.91,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,187,5,0,0,1.185,5,3,1,3,6.6,12000,0.143,3,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,8.91,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M201500926,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,2023-07-24,폐기,폐품,노후화,8,84000,8.74,-0.74,1.0,8.74,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,133,6,1,0,1.038,3,3,0,1,18.7,10000,0.119,3,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,8.74,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M201500927,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,2023-08-29,폐기,폐품,고장/파손,8,84000,8.6,-0.6,1.0,8.6,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,176,4,1,0,1.282,11,7,0,1,20.8,23000,0.274,2,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500928,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,2025-10-27,,,성능저하,8,84000,10.98,-2.98,1.0,10.98,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,195,3,1,0,1.35,10,6,1,2,5.3,27000,0.321,3,1,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M201500929,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,2023-12-19,폐기,폐품,노후화,8,84000,9.05,-1.05,1.0,9.05,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,168,3,0,0,1.102,7,6,3,3,0.3,19000,0.226,3,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,9.05,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M201500930,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,2023-08-21,폐기,폐품,노후화,8,84000,9.01,-1.01,1.0,9.01,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,175,3,0,1,1.324,2,2,0,0,60.2,2000,0.024,1,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,9.01,Y,Valid,,0.0,,0,0,0,,0.0,,2026-02-10
M201500931,작업용의자,작업용의자,C188,인문과학대학RC행정팀(서울),ERICA,2015-02-19,2025-02-15,폐기,폐품,성능저하,8,84000,10.2,-2.2,1.2,12.24,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,140,4,0,1,1.021,6,3,1,1,5.0,8000,0.095,2,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.158118667304319,6.407624514674722,10.2,Y,Test,,0.0,,0,0,0,,0.0,,2026-02-10
M201500932,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2015-02-19,2025-03-22,,,내용연수경과,8,84000,10.98,-2.98,1.0,10.98,1.0,0.62,0.43,0,2,B2015001472,15,1,15,9.61,179,5,1,0,1.245,5,3,0,1,13.1,12000,0.143,3,0,겨울,0,1,0,1,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202300478,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2023-04-14,,,,,8,91000,2.83,5.17,1.0,2.83,0.13,0.62,0.43,0,4,B2023001473,15,1,15,2.83,163,6,1,0,1.184,1,0,0,1,23.9,0,0.0,0,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202300479,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2023-04-14,,,,,8,91000,2.83,5.17,1.0,2.83,0.13,0.62,0.43,0,4,B2023001473,15,1,15,2.83,126,6,0,0,0.845,1,0,0,1,19.6,0,0.0,0,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202300480,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2023-04-14,,,,,8,91000,2.83,5.17,1.0,2.83,0.13,0.62,0.43,0,4,B2023001473,15,1,15,2.83,123,3,1,0,0.946,2,0,1,2,7.5,0,0.0,0,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202300481,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2023-04-14,,,,,8,91000,2.83,5.17,1.0,2.83,0.13,0.62,0.43,0,4,B2023001473,15,1,15,2.83,114,6,0,0,0.8,0,0,0,0,34.0,0,0.0,0,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202300482,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2023-04-14,,,,,8,91000,2.83,5.17,1.0,2.83,0.13,0.62,0.43,0,4,B2023001473,15,1,15,2.83,83,6,0,0,0.8,1,1,1,1,3.3,2000,0.022,1,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202300483,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2023-04-14,,,,,8,91000,2.83,5.17,1.0,2.83,0.13,0.62,0.43,0,4,B2023001473,15,1,15,2.83,107,3,0,0,0.8,0,0,0,0,34.0,0,0.0,0,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202300484,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2023-04-14,,,,,8,91000,2.83,5.17,1.0,2.83,0.13,0.62,0.43,0,4,B2023001473,15,1,15,2.83,181,3,0,1,1.306,2,2,2,2,0.1,4000,0.044,1,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
M202300485,작업용의자,작업용의자,C360,글로벌문화통상대학RC행정팀(ERICA),ERICA,2023-04-14,,,,,8,91000,2.83,5.17,1.0,2.83,0.13,0.62,0.43,0,4,B2023001473,15,1,15,2.83,174,4,1,0,1.339,1,1,0,1,18.6,1000,0.011,1,0,1학기,1,0,0,0,MEDIUM,1,0.98,1.0,8.220725319991661,8.220725319991661,7.90031111511115,6.407624514674722,,N,Prediction,,,,0,0,0,,0.0,,2026-02-10
