물품고유번호,Start_Date,End_Date,Is_Current,운용상태,사유,관리자
M201515156,2015-09-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515157,2015-08-16,2015-08-23,False,취득,신규 취득,박대리
M201515157,2015-08-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515158,2015-08-16,2015-08-22,False,취득,신규 취득,박대리
M201515158,2015-08-23,2016-04-18,False,운용,신규운용 승인 및 사용 시작,박대리
M201515158,2016-04-19,2099-12-31,True,반납,잉여물품,박대리
M201515159,2015-08-16,2015-08-28,False,취득,신규 취득,박대리
M201515159,2015-08-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515160,2015-08-16,2015-08-30,False,취득,신규 취득,박대리
M201515160,2015-08-31,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515161,2015-08-16,2015-08-23,False,취득,신규 취득,박대리
M201515161,2015-08-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515162,2015-08-16,2015-08-25,False,취득,신규 취득,박대리
M201515162,2015-08-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515163,2015-08-16,2015-09-08,False,취득,신규 취득,박대리
M201515163,2015-09-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515164,2015-08-16,2015-09-03,False,취득,신규 취득,박대리
M201515164,2015-09-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515165,2015-08-16,2015-09-05,False,취득,신규 취득,박대리
M201515165,2015-09-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515166,2015-08-16,2015-08-30,False,취득,신규 취득,박대리
M201515166,2015-08-31,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515167,2015-08-16,2015-09-04,False,취득,신규 취득,박대리
M201515167,2015-09-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515168,2015-08-16,2015-08-28,False,취득,신규 취득,박대리
M201515168,2015-08-29,2016-03-15,False,운용,신규운용 승인 및 사용 시작,박대리
M201515168,2016-03-16,2016-04-10,False,반납,사업종료,박대리
M201515168,2016-04-11,2016-05-17,False,불용,구형화,황팀장
M201515168,2016-05-18,2099-12-31,True,처분,매각 완료,황팀장
M201515169,2015-08-16,2015-09-05,False,취득,신규 취득,박대리
M201515169,2015-09-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515170,2015-08-16,2015-09-02,False,취득,신규 취득,박대리
M201515170,2015-09-03,2024-12-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201515170,2024-12-03,2025-02-07,False,불용,고장/파손,황팀장
M201515170,2025-02-08,2099-12-31,True,처분,폐기 완료,황팀장
M201515257,2015-10-06,2015-10-24,False,취득,신규 취득,박대리
M201515257,2015-10-25,2016-06-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201515257,2016-06-28,2099-12-31,True,반납,사업종료,박대리
M201515258,2015-10-06,2015-10-11,False,취득,신규 취득,박대리
M201515258,2015-10-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515261,2015-12-10,2015-12-25,False,취득,신규 취득,박대리
M201515261,2015-12-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515262,2015-12-10,2015-12-23,False,취득,신규 취득,박대리
M201515262,2015-12-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515287,2015-04-09,2015-04-12,False,취득,신규 취득,박대리
M201515287,2015-04-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515288,2015-04-09,2015-04-20,False,취득,신규 취득,박대리
M201515288,2015-04-21,2024-12-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201515288,2024-12-30,2025-02-02,False,불용,고장/파손,황팀장
M201515288,2025-02-03,2099-12-31,True,처분,폐기 완료,황팀장
M201515289,2015-04-09,2015-04-12,False,취득,신규 취득,박대리
M201515289,2015-04-13,2022-04-26,False,운용,신규운용 승인 및 사용 시작,박대리
M201515289,2022-04-27,2022-07-08,False,불용,수리비용과다,황팀장
M201515289,2022-07-09,2099-12-31,True,처분,폐기 완료,황팀장
M201515290,2015-04-09,2015-05-01,False,취득,신규 취득,박대리
M201515290,2015-05-02,2024-11-01,False,운용,신규운용 승인 및 사용 시작,박대리
M201515290,2024-11-02,2024-12-11,False,불용,수리비용과다,황팀장
M201515290,2024-12-12,2099-12-31,True,처분,폐기 완료,황팀장
M201515291,2015-04-09,2015-04-15,False,취득,신규 취득,박대리
M201515291,2015-04-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515292,2015-04-09,2015-04-28,False,취득,신규 취득,박대리
M201515292,2015-04-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515293,2015-04-09,2015-05-04,False,취득,신규 취득,박대리
M201515293,2015-05-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515294,2015-04-09,2015-04-27,False,취득,신규 취득,박대리
M201515294,2015-04-28,2026-02-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201515294,2026-02-09,2026-02-09,False,불용,고장/파손,황팀장
M201515294,2026-02-10,2099-12-31,True,처분,폐기 완료,황팀장
M201515295,2015-04-09,2015-04-25,False,취득,신규 취득,박대리
M201515295,2015-04-26,2025-01-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201515295,2025-01-09,2025-04-16,False,불용,노후화(성능저하),황팀장
M201515295,2025-04-17,2099-12-31,True,처분,폐기 완료,황팀장
M201515296,2015-04-09,2015-05-02,False,취득,신규 취득,박대리
M201515296,2015-05-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515297,2015-04-09,2015-04-29,False,취득,신규 취득,박대리
M201515297,2015-04-30,2025-06-15,False,운용,신규운용 승인 및 사용 시작,박대리
M201515297,2025-06-16,2099-12-31,True,불용,수리비용과다,황팀장
M201515298,2015-04-09,2015-04-25,False,취득,신규 취득,박대리
M201515298,2015-04-26,2022-10-17,False,운용,신규운용 승인 및 사용 시작,박대리
M201515298,2022-10-18,2023-01-11,False,불용,노후화(성능저하),황팀장
M201515298,2023-01-12,2099-12-31,True,처분,폐기 완료,황팀장
M201515299,2015-04-09,2015-05-06,False,취득,신규 취득,박대리
M201515299,2015-05-07,2023-05-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201515299,2023-05-23,2023-07-27,False,불용,노후화(성능저하),황팀장
M201515299,2023-07-28,2099-12-31,True,처분,매각 완료,황팀장
M201515300,2015-04-09,2015-04-26,False,취득,신규 취득,박대리
M201515300,2015-04-27,2022-06-30,False,운용,신규운용 승인 및 사용 시작,박대리
M201515300,2022-07-01,2099-12-31,True,불용,수리비용과다,황팀장
M201515301,2015-04-09,2015-04-18,False,취득,신규 취득,박대리
M201515301,2015-04-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515302,2015-04-09,2015-04-18,False,취득,신규 취득,박대리
M201515302,2015-04-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515303,2015-04-09,2015-04-30,False,취득,신규 취득,박대리
M201515303,2015-05-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515304,2015-04-09,2015-04-22,False,취득,신규 취득,박대리
M201515304,2015-04-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515305,2015-04-09,2015-05-01,False,취득,신규 취득,박대리
M201515305,2015-05-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515306,2015-04-09,2015-05-05,False,취득,신규 취득,박대리
M201515306,2015-05-06,2022-12-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201515306,2022-12-07,2023-03-11,False,불용,고장/파손,황팀장
M201515306,2023-03-12,2099-12-31,True,처분,폐기 완료,황팀장
M201515332,2015-10-22,2015-11-09,False,취득,신규 취득,박대리
M201515332,2015-11-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515333,2015-10-22,2015-10-31,False,취득,신규 취득,박대리
M201515333,2015-11-01,2024-10-05,False,운용,신규운용 승인 및 사용 시작,박대리
M201515333,2024-10-06,2024-12-26,False,불용,고장/파손,황팀장
M201515333,2024-12-27,2099-12-31,True,처분,폐기 완료,황팀장
M201515334,2015-10-22,2015-11-12,False,취득,신규 취득,박대리
M201515334,2015-11-13,2023-08-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201515334,2023-08-07,2023-10-23,False,불용,노후화(성능저하),황팀장
M201515334,2023-10-24,2099-12-31,True,처분,폐기 완료,황팀장
M201515471,2015-08-31,2015-09-23,False,취득,신규 취득,박대리
M201515471,2015-09-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515472,2015-08-31,2015-09-20,False,취득,신규 취득,박대리
M201515472,2015-09-21,2022-02-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201515472,2022-02-23,2022-04-10,False,불용,수리비용과다,황팀장
M201515472,2022-04-11,2099-12-31,True,처분,폐기 완료,황팀장
M201515476,2015-01-17,2015-02-06,False,취득,신규 취득,박대리
M201515476,2015-02-07,2022-01-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201515476,2022-01-15,2022-02-28,False,불용,수리비용과다,황팀장
M201515476,2022-03-01,2099-12-31,True,처분,폐기 완료,황팀장
M201515615,2015-05-27,2015-06-02,False,취득,신규 취득,박대리
M201515615,2015-06-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515618,2015-02-07,2015-02-25,False,취득,신규 취득,박대리
M201515618,2015-02-26,2025-09-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201515618,2025-09-15,2025-12-07,False,불용,고장/파손,황팀장
M201515618,2025-12-08,2099-12-31,True,처분,폐기 완료,황팀장
M201515627,2015-08-09,2015-08-31,False,취득,신규 취득,박대리
M201515627,2015-09-01,2022-06-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201515627,2022-06-03,2022-08-24,False,불용,노후화(성능저하),황팀장
M201515627,2022-08-25,2099-12-31,True,처분,폐기 완료,황팀장
M201515628,2015-08-09,2015-08-29,False,취득,신규 취득,박대리
M201515628,2015-08-30,2021-06-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201515628,2021-06-07,2021-07-20,False,불용,고장/파손,황팀장
M201515628,2021-07-21,2099-12-31,True,처분,폐기 완료,황팀장
M201515638,2015-08-08,2015-08-21,False,취득,신규 취득,박대리
M201515638,2015-08-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515645,2015-06-07,2015-06-28,False,취득,신규 취득,박대리
M201515645,2015-06-29,2024-09-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201515645,2024-09-17,2024-12-13,False,불용,수리비용과다,황팀장
M201515645,2024-12-14,2099-12-31,True,처분,폐기 완료,황팀장
M201515808,2015-04-10,2015-04-29,False,취득,신규 취득,박대리
M201515808,2015-04-30,2021-12-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201515808,2021-12-05,2022-01-16,False,불용,고장/파손,황팀장
M201515808,2022-01-17,2099-12-31,True,처분,폐기 완료,황팀장
M201515809,2015-04-10,2015-04-28,False,취득,신규 취득,박대리
M201515809,2015-04-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515810,2015-04-10,2015-04-14,False,취득,신규 취득,박대리
M201515810,2015-04-15,2023-05-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201515810,2023-05-05,2023-07-22,False,불용,노후화(성능저하),황팀장
M201515810,2023-07-23,2099-12-31,True,처분,폐기 완료,황팀장
M201515811,2015-04-10,2015-04-25,False,취득,신규 취득,박대리
M201515811,2015-04-26,2022-12-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201515811,2022-12-09,2023-02-18,False,불용,수리비용과다,황팀장
M201515811,2023-02-19,2099-12-31,True,처분,폐기 완료,황팀장
M201515812,2015-04-10,2015-04-19,False,취득,신규 취득,박대리
M201515812,2015-04-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515813,2015-04-10,2015-04-26,False,취득,신규 취득,박대리
M201515813,2015-04-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515814,2015-04-10,2015-04-22,False,취득,신규 취득,박대리
M201515814,2015-04-23,2022-02-01,False,운용,신규운용 승인 및 사용 시작,박대리
M201515814,2022-02-02,2022-05-07,False,불용,수리비용과다,황팀장
M201515814,2022-05-08,2099-12-31,True,처분,폐기 완료,황팀장
M201515815,2015-04-10,2015-04-22,False,취득,신규 취득,박대리
M201515815,2015-04-23,2024-10-18,False,운용,신규운용 승인 및 사용 시작,박대리
M201515815,2024-10-19,2024-12-24,False,불용,고장/파손,황팀장
M201515815,2024-12-25,2099-12-31,True,처분,폐기 완료,황팀장
M201515816,2015-04-10,2015-05-02,False,취득,신규 취득,박대리
M201515816,2015-05-03,2023-10-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201515816,2023-10-13,2023-12-30,False,불용,고장/파손,황팀장
M201515816,2023-12-31,2099-12-31,True,처분,폐기 완료,황팀장
M201515817,2015-04-10,2015-04-25,False,취득,신규 취득,박대리
M201515817,2015-04-26,2022-01-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201515817,2022-01-23,2022-04-22,False,불용,노후화(성능저하),황팀장
M201515817,2022-04-23,2099-12-31,True,처분,폐기 완료,황팀장
M201515818,2015-04-10,2015-04-17,False,취득,신규 취득,박대리
M201515818,2015-04-18,2023-07-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201515818,2023-07-12,2023-08-30,False,불용,수리비용과다,황팀장
M201515818,2023-08-31,2099-12-31,True,처분,폐기 완료,황팀장
M201515819,2015-04-10,2015-04-19,False,취득,신규 취득,박대리
M201515819,2015-04-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515820,2015-04-10,2015-04-29,False,취득,신규 취득,박대리
M201515820,2015-04-30,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515821,2015-04-10,2015-04-18,False,취득,신규 취득,박대리
M201515821,2015-04-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515898,2015-10-04,2015-10-29,False,취득,신규 취득,박대리
M201515898,2015-10-30,2022-10-15,False,운용,신규운용 승인 및 사용 시작,박대리
M201515898,2022-10-16,2099-12-31,True,불용,노후화(성능저하),황팀장
M201515912,2015-07-19,2015-07-26,False,취득,신규 취득,박대리
M201515912,2015-07-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201515920,2015-03-22,2015-04-08,False,취득,신규 취득,박대리
M201515920,2015-04-09,2022-01-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201515920,2022-01-03,2022-04-03,False,불용,고장/파손,황팀장
M201515920,2022-04-04,2099-12-31,True,처분,폐기 완료,황팀장
M201516003,2015-12-21,2016-01-15,False,취득,신규 취득,박대리
M201516003,2016-01-16,2020-03-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201516003,2020-03-09,2020-05-03,False,불용,고장/파손,황팀장
M201516003,2020-05-04,2099-12-31,True,처분,폐기 완료,황팀장
M201516004,2015-12-21,2016-01-09,False,취득,신규 취득,박대리
M201516004,2016-01-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516005,2015-12-21,2016-01-02,False,취득,신규 취득,박대리
M201516005,2016-01-03,2019-12-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201516005,2019-12-05,2020-02-13,False,불용,수리비용과다,황팀장
M201516005,2020-02-14,2099-12-31,True,처분,폐기 완료,황팀장
M201516006,2015-12-21,2016-01-04,False,취득,신규 취득,박대리
M201516006,2016-01-05,2021-04-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201516006,2021-04-05,2021-06-10,False,불용,수리비용과다,황팀장
M201516006,2021-06-11,2099-12-31,True,처분,폐기 완료,황팀장
M201516007,2015-12-21,2016-01-06,False,취득,신규 취득,박대리
M201516007,2016-01-07,2019-08-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201516007,2019-08-05,2019-10-19,False,불용,고장/파손,황팀장
M201516007,2019-10-20,2099-12-31,True,처분,폐기 완료,황팀장
M201516008,2015-12-21,2016-01-02,False,취득,신규 취득,박대리
M201516008,2016-01-03,2020-05-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201516008,2020-05-12,2020-07-30,False,불용,수리비용과다,황팀장
M201516008,2020-07-31,2099-12-31,True,처분,매각 완료,황팀장
M201516009,2015-12-21,2016-01-09,False,취득,신규 취득,박대리
M201516009,2016-01-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516010,2015-12-21,2016-01-11,False,취득,신규 취득,박대리
M201516010,2016-01-12,2019-11-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201516010,2019-11-20,2020-02-11,False,불용,고장/파손,황팀장
M201516010,2020-02-12,2099-12-31,True,처분,폐기 완료,황팀장
M201516011,2015-12-21,2016-01-10,False,취득,신규 취득,박대리
M201516011,2016-01-11,2018-12-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201516011,2018-12-20,2019-02-28,False,불용,노후화(성능저하),황팀장
M201516011,2019-03-01,2099-12-31,True,처분,폐기 완료,황팀장
M201516012,2015-12-21,2016-01-08,False,취득,신규 취득,박대리
M201516012,2016-01-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516013,2015-12-21,2016-01-11,False,취득,신규 취득,박대리
M201516013,2016-01-12,2020-09-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201516013,2020-09-20,2020-11-10,False,불용,고장/파손,황팀장
M201516013,2020-11-11,2099-12-31,True,처분,폐기 완료,황팀장
M201516157,2015-01-28,2015-02-13,False,취득,신규 취득,박대리
M201516157,2015-02-14,2019-11-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201516157,2019-11-26,2020-02-11,False,불용,노후화(성능저하),황팀장
M201516157,2020-02-12,2099-12-31,True,처분,폐기 완료,황팀장
M201516169,2015-08-28,2015-09-12,False,취득,신규 취득,박대리
M201516169,2015-09-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516170,2015-08-28,2015-09-15,False,취득,신규 취득,박대리
M201516170,2015-09-16,2019-04-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201516170,2019-04-23,2019-06-24,False,불용,수리비용과다,황팀장
M201516170,2019-06-25,2099-12-31,True,처분,매각 완료,황팀장
M201516171,2015-08-28,2015-09-08,False,취득,신규 취득,박대리
M201516171,2015-09-09,2020-02-09,False,운용,신규운용 승인 및 사용 시작,박대리
M201516171,2020-02-10,2020-04-25,False,불용,노후화(성능저하),황팀장
M201516171,2020-04-26,2099-12-31,True,처분,폐기 완료,황팀장
M201516172,2015-08-28,2015-09-07,False,취득,신규 취득,박대리
M201516172,2015-09-08,2018-12-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201516172,2018-12-24,2019-03-17,False,불용,노후화(성능저하),황팀장
M201516172,2019-03-18,2099-12-31,True,처분,폐기 완료,황팀장
M201516173,2015-08-28,2015-09-10,False,취득,신규 취득,박대리
M201516173,2015-09-11,2018-09-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201516173,2018-09-12,2018-11-09,False,불용,수리비용과다,황팀장
M201516173,2018-11-10,2099-12-31,True,처분,폐기 완료,황팀장
M201516174,2015-08-28,2015-09-16,False,취득,신규 취득,박대리
M201516174,2015-09-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516175,2015-08-28,2015-09-14,False,취득,신규 취득,박대리
M201516175,2015-09-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516176,2015-08-28,2015-09-05,False,취득,신규 취득,박대리
M201516176,2015-09-06,2018-10-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201516176,2018-10-03,2018-11-16,False,불용,수리비용과다,황팀장
M201516176,2018-11-17,2099-12-31,True,처분,폐기 완료,황팀장
M201516177,2015-08-28,2015-09-10,False,취득,신규 취득,박대리
M201516177,2015-09-11,2020-04-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201516177,2020-04-12,2020-07-04,False,불용,노후화(성능저하),황팀장
M201516177,2020-07-05,2099-12-31,True,처분,폐기 완료,황팀장
M201516178,2015-08-28,2015-09-11,False,취득,신규 취득,박대리
M201516178,2015-09-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516521,2016-01-05,2016-01-24,False,취득,신규 취득,박대리
M201516521,2016-01-25,2021-05-03,False,운용,신규운용 승인 및 사용 시작,박대리
M201516521,2021-05-04,2021-08-12,False,불용,노후화(성능저하),황팀장
M201516521,2021-08-13,2099-12-31,True,처분,폐기 완료,황팀장
M201516522,2016-01-05,2016-01-20,False,취득,신규 취득,박대리
M201516522,2016-01-21,2024-12-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201516522,2024-12-05,2025-02-23,False,불용,수리비용과다,황팀장
M201516522,2025-02-24,2099-12-31,True,처분,폐기 완료,황팀장
M201516702,2015-10-07,2015-10-18,False,취득,신규 취득,박대리
M201516702,2015-10-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516835,2015-11-08,2015-11-28,False,취득,신규 취득,박대리
M201516835,2015-11-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516836,2015-11-08,2015-11-23,False,취득,신규 취득,박대리
M201516836,2015-11-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516837,2015-11-08,2015-11-14,False,취득,신규 취득,박대리
M201516837,2015-11-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516838,2015-11-08,2015-11-25,False,취득,신규 취득,박대리
M201516838,2015-11-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516839,2015-11-08,2015-11-24,False,취득,신규 취득,박대리
M201516839,2015-11-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516840,2015-11-08,2015-11-27,False,취득,신규 취득,박대리
M201516840,2015-11-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516841,2015-11-08,2015-11-18,False,취득,신규 취득,박대리
M201516841,2015-11-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516842,2015-11-08,2015-11-23,False,취득,신규 취득,박대리
M201516842,2015-11-24,2025-05-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201516842,2025-05-13,2025-07-19,False,불용,노후화(성능저하),황팀장
M201516842,2025-07-20,2099-12-31,True,처분,폐기 완료,황팀장
M201516843,2015-11-08,2015-11-15,False,취득,신규 취득,박대리
M201516843,2015-11-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516844,2015-11-08,2015-11-12,False,취득,신규 취득,박대리
M201516844,2015-11-13,2025-05-18,False,운용,신규운용 승인 및 사용 시작,박대리
M201516844,2025-05-19,2025-06-30,False,불용,고장/파손,황팀장
M201516844,2025-07-01,2099-12-31,True,처분,폐기 완료,황팀장
M201516845,2015-11-08,2015-11-19,False,취득,신규 취득,박대리
M201516845,2015-11-20,2021-09-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201516845,2021-09-13,2099-12-31,True,불용,수리비용과다,황팀장
M201516846,2015-11-08,2015-11-20,False,취득,신규 취득,박대리
M201516846,2015-11-21,2025-05-03,False,운용,신규운용 승인 및 사용 시작,박대리
M201516846,2025-05-04,2025-07-22,False,불용,수리비용과다,황팀장
M201516846,2025-07-23,2099-12-31,True,처분,폐기 완료,황팀장
M201516847,2015-11-08,2015-12-02,False,취득,신규 취득,박대리
M201516847,2015-12-03,2024-03-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201516847,2024-03-21,2024-04-29,False,불용,노후화(성능저하),황팀장
M201516847,2024-04-30,2099-12-31,True,처분,폐기 완료,황팀장
M201516848,2015-11-08,2015-11-24,False,취득,신규 취득,박대리
M201516848,2015-11-25,2025-05-18,False,운용,신규운용 승인 및 사용 시작,박대리
M201516848,2025-05-19,2025-08-15,False,불용,노후화(성능저하),황팀장
M201516848,2025-08-16,2099-12-31,True,처분,폐기 완료,황팀장
M201516849,2015-11-08,2015-11-16,False,취득,신규 취득,박대리
M201516849,2015-11-17,2016-06-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201516849,2016-06-05,2016-07-04,False,반납,사업종료,박대리
M201516849,2016-07-05,2016-08-30,False,불용,구형화,황팀장
M201516849,2016-08-31,2099-12-31,True,처분,폐기 완료,황팀장
M201516937,2015-02-04,2015-02-26,False,취득,신규 취득,박대리
M201516937,2015-02-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516991,2015-10-13,2015-10-28,False,취득,신규 취득,박대리
M201516991,2015-10-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516996,2015-09-29,2015-10-07,False,취득,신규 취득,박대리
M201516996,2015-10-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516997,2015-09-29,2015-10-08,False,취득,신규 취득,박대리
M201516997,2015-10-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201516998,2015-09-29,2015-10-17,False,취득,신규 취득,박대리
M201516998,2015-10-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201517070,2015-04-21,2015-05-15,False,취득,신규 취득,박대리
M201517070,2015-05-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201517071,2015-04-21,2015-05-07,False,취득,신규 취득,박대리
M201517071,2015-05-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201517151,2015-05-05,2015-05-13,False,취득,신규 취득,박대리
M201517151,2015-05-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201517164,2015-04-06,2015-04-24,False,취득,신규 취득,박대리
M201517164,2015-04-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201600203,2016-07-24,2016-08-01,False,취득,신규 취득,박대리
M201600203,2016-08-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201600204,2016-07-24,2016-08-10,False,취득,신규 취득,박대리
M201600204,2016-08-11,2019-11-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201600204,2019-11-13,2020-02-07,False,불용,고장/파손,황팀장
M201600204,2020-02-08,2099-12-31,True,처분,폐기 완료,황팀장
M201600318,2016-08-03,2016-08-15,False,취득,신규 취득,박대리
M201600318,2016-08-16,2021-04-24,False,운용,신규운용 승인 및 사용 시작,박대리
M201600318,2021-04-25,2021-06-22,False,불용,고장/파손,황팀장
M201600318,2021-06-23,2099-12-31,True,처분,폐기 완료,황팀장
M201600319,2016-08-03,2016-08-19,False,취득,신규 취득,박대리
M201600319,2016-08-20,2021-08-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201600319,2021-08-12,2021-09-23,False,불용,고장/파손,황팀장
M201600319,2021-09-24,2099-12-31,True,처분,폐기 완료,황팀장
M201600341,2016-02-02,2016-02-12,False,취득,신규 취득,박대리
M201600341,2016-02-13,2022-01-10,False,운용,신규운용 승인 및 사용 시작,박대리
M201600341,2022-01-11,2022-02-27,False,불용,노후화(성능저하),황팀장
M201600341,2022-02-28,2099-12-31,True,처분,폐기 완료,황팀장
M201600342,2016-02-02,2016-02-13,False,취득,신규 취득,박대리
M201600342,2016-02-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201600343,2016-02-02,2016-02-14,False,취득,신규 취득,박대리
M201600343,2016-02-15,2020-05-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201600343,2020-05-05,2020-06-12,False,불용,고장/파손,황팀장
M201600343,2020-06-13,2099-12-31,True,처분,폐기 완료,황팀장
M201600344,2016-02-02,2016-02-11,False,취득,신규 취득,박대리
M201600344,2016-02-12,2020-05-07,False,운용,신규운용 승인 및 사용 시작,박대리
