G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,정리일자,불용일자,내용연수
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202021205,2020-06-29,5160000,매각,폐품,내구연한 경과,2020-08-15,2022-07-19,6
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201821210,2018-12-08,1882000,매각,폐품,내구연한 경과,2018-12-13,2021-07-31,8
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201821215,2018-03-04,4384000,매각,폐품,내구연한 경과,2018-03-10,2025-02-07,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201821216,2018-03-04,4384000,매각,정비필요품,수리비용과다,2018-03-10,2019-07-23,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201821222,2018-03-04,4384000,매각,중고품,구형화,2018-03-10,2025-01-29,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201821223,2018-03-04,4384000,매각,중고품,활용부서부재,2018-03-10,2024-06-05,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201821227,2018-03-04,4384000,매각,폐품,내구연한 경과,2018-03-10,2019-05-16,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201821229,2018-03-04,4384000,매각,폐품,내구연한 경과,2018-03-10,2020-05-12,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201821230,2018-03-04,4384000,멸실,폐품,내구연한 경과,2018-03-10,2024-12-10,10
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201821235,2018-10-11,2542000,매각,폐품,내구연한 경과,2018-12-07,2024-04-26,5
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201821237,2018-10-11,2542000,매각,폐품,내구연한 경과,2018-12-07,2022-06-30,5
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201821239,2018-10-11,2542000,폐기,중고품,활용부서부재,2018-12-07,2025-06-30,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202221241,2022-12-15,2103000,매각,정비필요품,수리비용과다,2023-01-20,2025-04-21,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202221243,2022-12-15,2103000,매각,폐품,내구연한 경과,2023-01-20,2025-09-02,5
4322260926066170,"라우터, Netgear, (US)PR60X",M201621252,2016-07-22,4179000,매각,폐품,내구연한 경과,2016-09-12,2025-10-01,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201621253,2016-07-22,4179000,매각,정비필요품,수리비용과다,2016-09-12,2019-05-29,6
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202021259,2020-06-21,3305000,매각,폐품,내구연한 경과,2020-08-12,2024-03-06,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202021261,2020-06-21,3305000,폐기,폐품,내구연한 경과,2020-08-12,2024-10-22,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202021262,2020-06-21,3305000,매각,중고품,활용부서부재,2020-08-12,2023-10-01,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202021265,2020-06-21,3305000,매각,폐품,내구연한 경과,2020-08-12,2024-08-01,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202021266,2020-06-21,3305000,매각,정비필요품,수리비용과다,2020-08-12,2025-04-27,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202021270,2020-06-21,3305000,매각,정비필요품,수리비용과다,2020-08-12,2022-12-22,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202021274,2020-06-21,3305000,매각,정비필요품,수리비용과다,2020-08-12,2024-08-03,10
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201821325,2018-02-03,281000,매각,중고품,구형화,2018-03-28,2021-09-24,4
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201821326,2018-02-03,281000,매각,폐품,내구연한 경과,2018-03-28,2022-09-13,4
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201821327,2018-02-03,281000,매각,중고품,구형화,2018-03-28,2024-10-17,4
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201821331,2018-02-03,281000,매각,중고품,구형화,2018-03-28,2024-04-29,4
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201521334,2015-11-12,184000,매각,폐품,내구연한 경과,2015-12-23,2018-01-11,5
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201621337,2016-02-18,1580000,매각,중고품,구형화,2016-03-30,2022-07-24,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201621338,2016-02-18,1580000,매각,폐품,내구연한 경과,2016-03-30,2021-09-07,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201621340,2016-02-18,1580000,매각,중고품,구형화,2016-03-30,2025-07-22,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201621341,2016-02-18,1580000,매각,중고품,구형화,2016-03-30,2018-01-02,10
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201821387,2018-12-30,3742000,매각,중고품,구형화,2019-02-14,2020-07-30,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201821389,2018-12-30,3742000,매각,폐품,내구연한 경과,2019-02-14,2022-06-30,6
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202021435,2020-04-04,450000,매각,폐품,내구연한 경과,2020-05-23,2022-04-11,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202021438,2020-04-04,450000,매각,폐품,내구연한 경과,2020-05-23,2025-02-01,5
4322261025578661,"허브, Belkin, (US)INC002, 7port",M202221442,2022-05-20,181000,매각,폐품,내구연한 경과,2022-05-27,2025-05-29,5
4322261025578661,"허브, Belkin, (US)INC002, 7port",M201921445,2019-01-15,452000,매각,폐품,내구연한 경과,2019-01-21,2024-03-26,5
4322261025578661,"허브, Belkin, (US)INC002, 7port",M201921446,2019-01-15,452000,매각,폐품,내구연한 경과,2019-01-21,2024-03-19,5
4322261025578661,"허브, Belkin, (US)INC002, 7port",M201921447,2019-01-15,452000,매각,폐품,내구연한 경과,2019-01-21,2021-11-02,5
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201721449,2017-01-06,1722000,매각,정비필요품,수리비용과다,2017-01-09,2021-10-12,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201721450,2017-01-06,1722000,매각,폐품,내구연한 경과,2017-01-09,2020-09-17,10
4322260926066170,"라우터, Netgear, (US)PR60X",M201721473,2017-07-10,2052000,매각,중고품,구형화,2017-07-12,2022-02-10,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201721474,2017-07-10,2052000,매각,폐품,내구연한 경과,2017-07-12,2024-09-28,6
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201821476,2018-07-03,5108000,매각,폐품,내구연한 경과,2018-07-09,2025-03-17,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201821481,2018-07-03,5108000,매각,중고품,구형화,2018-07-09,2020-02-11,10
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201621485,2016-04-01,10082000,매각,중고품,구형화,2016-04-03,2021-11-16,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201621487,2016-04-01,10082000,매각,폐품,내구연한 경과,2016-04-03,2018-02-08,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201621489,2016-04-01,10082000,매각,폐품,내구연한 경과,2016-04-03,2021-02-11,5
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202221491,2022-05-17,8107000,매각,신품,활용부서부재,2022-07-08,2024-07-06,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202221502,2022-05-17,8107000,폐기,중고품,구형화,2022-07-08,2024-04-24,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202221506,2022-05-17,8107000,매각,폐품,내구연한 경과,2022-07-08,2024-03-28,10
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201721521,2017-10-15,3510000,매각,폐품,내구연한 경과,2017-10-21,2019-11-13,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201721522,2017-10-15,3510000,매각,폐품,내구연한 경과,2017-10-21,2024-01-14,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201721524,2017-10-15,3510000,매각,정비필요품,수리비용과다,2017-10-21,2023-10-14,6
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201721536,2017-10-04,5473000,매각,폐품,내구연한 경과,2017-11-12,2022-07-29,5
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201821540,2018-04-30,22903000,매각,폐품,내구연한 경과,2018-06-13,2020-05-09,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201821543,2018-04-30,22903000,매각,정비필요품,수리비용과다,2018-06-13,2019-12-04,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201821544,2018-04-30,22903000,매각,중고품,활용부서부재,2018-06-13,2021-02-02,7
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201521550,2015-06-24,5918000,매각,신품,활용부서부재,2015-06-28,2018-05-03,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201521551,2015-06-24,5918000,매각,폐품,내구연한 경과,2015-06-28,2021-12-03,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201521556,2015-06-24,5918000,매각,정비필요품,수리비용과다,2015-06-28,2019-03-16,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201521558,2015-06-24,5918000,매각,폐품,내구연한 경과,2015-06-28,2019-12-29,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201521559,2015-06-24,5918000,매각,정비필요품,수리비용과다,2015-06-28,2020-12-25,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201521560,2015-06-24,5918000,매각,중고품,구형화,2015-06-28,2020-10-27,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201521561,2015-06-24,5918000,매각,중고품,구형화,2015-06-28,2023-06-09,10
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201921565,2019-09-01,27128000,멸실,폐품,내구연한 경과,2019-10-13,2023-08-18,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201921566,2019-09-01,27128000,매각,정비필요품,수리비용과다,2019-10-13,2021-10-21,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201921567,2019-09-01,27128000,매각,폐품,내구연한 경과,2019-10-13,2022-10-27,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201921568,2019-09-01,27128000,폐기,폐품,내구연한 경과,2019-10-13,2023-12-09,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201921569,2019-09-01,27128000,매각,중고품,구형화,2019-10-13,2021-09-18,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201921572,2019-09-01,27128000,매각,정비필요품,수리비용과다,2019-10-13,2025-09-15,7
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201721579,2017-02-13,2455000,매각,신품,활용부서부재,2017-03-22,2022-05-07,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201721580,2017-02-13,2455000,매각,중고품,구형화,2017-03-22,2019-12-13,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201721584,2017-02-13,2455000,매각,중고품,구형화,2017-03-22,2019-11-10,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201721585,2017-02-13,2455000,매각,중고품,활용부서부재,2017-03-22,2023-04-10,5
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201821599,2018-12-17,2998000,매각,중고품,구형화,2019-02-11,2024-08-05,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201821602,2018-12-17,2998000,매각,신품,활용부서부재,2019-02-11,2023-08-03,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201821603,2018-12-17,2998000,매각,중고품,구형화,2019-02-11,2020-12-08,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201821605,2018-12-17,2998000,폐기,중고품,활용부서부재,2019-02-11,2024-12-02,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201821606,2018-12-17,2998000,매각,중고품,구형화,2019-02-11,2025-10-21,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201821607,2018-12-17,2998000,폐기,중고품,구형화,2019-02-11,2021-05-06,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201821613,2018-12-17,2998000,매각,폐품,내구연한 경과,2019-02-11,2023-10-12,10
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201521618,2015-03-13,1237000,매각,정비필요품,수리비용과다,2015-04-25,2024-06-18,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201521619,2015-03-13,1237000,매각,폐품,내구연한 경과,2015-04-25,2019-01-10,5
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201921626,2019-07-14,6890000,매각,폐품,내구연한 경과,2019-07-20,2021-08-08,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201921631,2019-07-14,6890000,매각,폐품,내구연한 경과,2019-07-20,2022-03-20,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201921632,2019-07-14,6890000,매각,폐품,내구연한 경과,2019-07-20,2023-05-04,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201921637,2019-07-14,6890000,매각,폐품,내구연한 경과,2019-07-20,2025-01-14,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201921638,2019-07-14,6890000,매각,폐품,내구연한 경과,2019-07-20,2021-06-25,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201921642,2019-07-14,6890000,매각,폐품,내구연한 경과,2019-07-20,2021-03-17,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201921643,2019-07-14,6890000,매각,중고품,활용부서부재,2019-07-20,2023-05-15,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201921649,2019-07-14,6890000,매각,폐품,내구연한 경과,2019-07-20,2024-10-21,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201921652,2019-07-14,6890000,매각,중고품,구형화,2019-07-20,2023-11-06,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201921654,2019-07-14,6890000,매각,폐품,내구연한 경과,2019-07-20,2021-05-26,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201921656,2019-07-14,6890000,매각,정비필요품,수리비용과다,2019-07-20,2023-05-27,10
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201621668,2016-03-29,1591000,매각,폐품,내구연한 경과,2016-05-03,2022-08-20,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201621670,2016-03-29,1591000,매각,폐품,내구연한 경과,2016-05-03,2023-08-06,5
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721671,2017-02-05,13528000,매각,폐품,내구연한 경과,2017-02-12,2020-04-14,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721672,2017-02-05,13528000,매각,정비필요품,수리비용과다,2017-02-12,2024-03-27,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721677,2017-02-05,13528000,매각,중고품,구형화,2017-02-12,2022-05-18,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721681,2017-02-05,13528000,매각,폐품,내구연한 경과,2017-02-12,2022-11-12,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721684,2017-02-05,13528000,폐기,중고품,활용부서부재,2017-02-12,2022-07-03,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721686,2017-02-05,13528000,매각,중고품,구형화,2017-02-12,2022-07-28,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721688,2017-02-05,13528000,매각,정비필요품,수리비용과다,2017-02-12,2020-05-28,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721689,2017-02-05,13528000,매각,정비필요품,수리비용과다,2017-02-12,2024-07-20,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721692,2017-02-05,13528000,매각,폐품,내구연한 경과,2017-02-12,2023-06-23,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721700,2017-02-05,13528000,매각,폐품,내구연한 경과,2017-02-12,2024-09-20,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721705,2017-02-05,13528000,매각,정비필요품,수리비용과다,2017-02-12,2021-08-20,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721707,2017-02-05,13528000,매각,정비필요품,수리비용과다,2017-02-12,2023-06-29,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201721708,2017-02-05,13528000,매각,정비필요품,수리비용과다,2017-02-12,2025-07-31,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201921718,2019-02-05,1125000,매각,정비필요품,수리비용과다,2019-03-15,2024-11-27,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201921721,2019-02-05,1125000,매각,정비필요품,수리비용과다,2019-03-15,2020-08-24,10
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202021727,2020-01-17,2100000,매각,정비필요품,수리비용과다,2020-01-24,2025-04-04,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202021728,2020-01-17,2100000,매각,정비필요품,수리비용과다,2020-01-24,2024-12-20,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202021729,2020-01-17,2100000,매각,정비필요품,수리비용과다,2020-01-24,2024-01-11,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201521732,2015-09-16,5303000,도난,폐품,내구연한 경과,2015-11-01,2019-07-31,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201521734,2015-09-16,5303000,매각,정비필요품,수리비용과다,2015-11-01,2024-12-23,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202021737,2020-12-10,7029000,매각,정비필요품,수리비용과다,2021-01-15,2025-12-14,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202021738,2020-12-10,7029000,매각,폐품,내구연한 경과,2021-01-15,2023-03-22,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202021741,2020-12-10,7029000,매각,폐품,내구연한 경과,2021-01-15,2023-12-08,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202021743,2020-12-10,7029000,매각,폐품,내구연한 경과,2021-01-15,2025-07-19,6
4322261025578661,"허브, Belkin, (US)INC002, 7port",M202121751,2021-03-23,575000,매각,중고품,구형화,2021-03-30,2024-02-28,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201821759,2018-04-12,1594000,매각,폐품,내구연한 경과,2018-05-16,2023-11-13,6
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201721765,2017-04-17,3246000,폐기,중고품,구형화,2017-05-28,2025-02-20,5
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201721767,2017-04-17,3246000,매각,폐품,내구연한 경과,2017-05-28,2020-01-30,5
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201721768,2017-04-17,3246000,매각,중고품,구형화,2017-05-28,2018-10-11,5
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201721770,2017-04-17,3246000,매각,정비필요품,수리비용과다,2017-05-28,2023-08-05,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201921784,2019-03-23,2256000,매각,폐품,내구연한 경과,2019-05-06,2023-02-08,6
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621787,2016-01-17,5189000,매각,폐품,내구연한 경과,2016-01-24,2023-05-30,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621788,2016-01-17,5189000,매각,정비필요품,수리비용과다,2016-01-24,2019-11-16,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621790,2016-01-17,5189000,매각,중고품,활용부서부재,2016-01-24,2018-05-31,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621792,2016-01-17,5189000,매각,중고품,구형화,2016-01-24,2021-09-30,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621796,2016-01-17,5189000,매각,폐품,내구연한 경과,2016-01-24,2019-07-29,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621799,2016-01-17,5189000,매각,정비필요품,수리비용과다,2016-01-24,2022-09-02,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621802,2016-01-17,5189000,매각,폐품,내구연한 경과,2016-01-24,2024-01-08,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621803,2016-01-17,5189000,매각,정비필요품,수리비용과다,2016-01-24,2021-04-14,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621804,2016-01-17,5189000,매각,정비필요품,수리비용과다,2016-01-24,2019-08-16,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621808,2016-01-17,5189000,매각,폐품,내구연한 경과,2016-01-24,2022-02-21,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621810,2016-01-17,5189000,매각,중고품,구형화,2016-01-24,2019-01-05,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201621811,2016-01-17,5189000,매각,중고품,구형화,2016-01-24,2023-01-20,10
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201721814,2017-07-22,162000,매각,중고품,구형화,2017-09-19,2023-12-02,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201721815,2017-07-22,162000,매각,폐품,내구연한 경과,2017-09-19,2023-11-18,5
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202221816,2022-06-21,3356000,매각,폐품,내구연한 경과,2022-06-22,2024-09-05,10
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201621821,2016-07-11,2094000,매각,정비필요품,수리비용과다,2016-07-17,2020-10-20,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201621822,2016-07-11,2094000,매각,정비필요품,수리비용과다,2016-07-17,2023-07-15,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201621827,2016-07-11,2094000,매각,중고품,활용부서부재,2016-07-17,2018-09-30,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201621828,2016-07-11,2094000,매각,폐품,내구연한 경과,2016-07-17,2019-01-21,5
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201621829,2016-01-05,4714000,폐기,중고품,활용부서부재,2016-02-27,2021-01-25,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201621830,2016-01-05,4714000,매각,폐품,내구연한 경과,2016-02-27,2019-12-11,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201621831,2016-01-05,4714000,매각,정비필요품,수리비용과다,2016-02-27,2018-01-03,10
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201621837,2016-05-10,1452000,매각,정비필요품,수리비용과다,2016-05-11,2019-12-31,5
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201621839,2016-05-10,1452000,매각,폐품,내구연한 경과,2016-05-11,2020-12-10,5
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202221845,2022-02-11,18118000,매각,폐품,내구연한 경과,2022-03-25,2023-12-09,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202221851,2022-02-11,18118000,매각,정비필요품,수리비용과다,2022-03-25,2023-09-20,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202221854,2022-02-11,18118000,매각,중고품,구형화,2022-03-25,2025-03-11,10
