점검수리일자,물품고유번호,G2B_목록번호,G2B_목록명,운용부서,점검수리구분,처리결과,수리비용,장애심각도,비고
2023-03-04,M201800210,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,26000,2,액정모니터 수리
2024-05-21,M201800210,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-09-17,M201800210,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,11000,1,액정모니터 장애점검
2019-02-03,M201800211,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,5000,1,액정모니터 정기점검
2019-09-25,M201800211,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2020-09-26,M201800211,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,5000,1,액정모니터 정기점검
2021-04-24,M201800211,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2019-08-09,M201800212,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2021-10-22,M201800212,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,6000,1,액정모니터 정기점검
2023-09-10,M201800212,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,8000,1,액정모니터 정기점검
2025-03-25,M201800212,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,7000,1,액정모니터 장애점검
2026-01-18,M201800212,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,14000,1,액정모니터 장애점검
2021-05-09,M201800213,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2019-12-16,M201800214,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,40000,2,액정모니터 수리
2022-03-12,M201800214,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,55000,2,액정모니터 수리
2023-06-08,M201800214,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2024-12-04,M201800214,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,51000,3,액정모니터 부품교체
2025-04-24,M201800214,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,42000,2,액정모니터 수리
2025-06-17,M201800214,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2022-01-20,M201800215,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,9000,1,액정모니터 장애점검
2019-06-20,M201800216,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2020-10-03,M201800216,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2020-11-03,M201800216,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,13000,1,액정모니터 정기점검
2021-03-21,M201800216,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,5000,1,액정모니터 장애점검
2022-03-05,M201800216,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2023-05-20,M201800216,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2023-09-11,M201800216,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2019-11-06,M201800217,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,27000,2,액정모니터 수리
2020-08-13,M201800217,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,34000,2,액정모니터 수리
2020-09-26,M201800217,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2022-01-16,M201800217,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,10000,1,액정모니터 정기점검
2025-08-22,M201800217,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2019-12-14,M201800218,4321190224407366,액정모니터,공학대학RC행정팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2021-09-05,M201800218,4321190224407366,액정모니터,공학대학RC행정팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2023-10-04,M201800218,4321190224407366,액정모니터,공학대학RC행정팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-09-09,M201800218,4321190224407366,액정모니터,공학대학RC행정팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2026-01-01,M201800218,4321190224407366,액정모니터,공학대학RC행정팀(ERICA),수리,주요수리,46000,2,액정모니터 수리
2019-06-21,M201800219,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,12000,1,액정모니터 정기점검
2021-11-24,M201800219,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,49000,2,액정모니터 수리
2022-09-11,M201800219,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,14000,1,액정모니터 장애점검
2023-12-14,M201800219,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,42000,2,액정모니터 수리
2023-01-16,M201800220,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,57000,2,액정모니터 수리
2023-12-17,M201800220,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2024-10-30,M201800220,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2024-10-31,M201800220,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,6000,1,액정모니터 정기점검
2019-06-28,M201800221,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,11000,1,액정모니터 정기점검
2020-01-02,M201800221,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2022-08-15,M201800221,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2023-07-21,M201800221,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,교체권고,58000,3,액정모니터 부품교체
2024-12-31,M201800221,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-02-05,M201800221,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,49000,2,액정모니터 수리
2025-07-12,M201800221,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,6000,1,액정모니터 장애점검
2026-01-04,M201800221,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,41000,3,액정모니터 부품교체
2024-08-07,M202400077,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-07-15,M202400077,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,12000,1,액정모니터 정기점검
2026-02-07,M202400077,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-07-09,M202400078,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2026-01-30,M202400078,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,7000,1,액정모니터 정기점검
2024-11-05,M202400080,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-01-10,M202400080,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2024-10-05,M202400081,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,7000,1,액정모니터 정기점검
2025-10-08,M202400081,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,24000,2,액정모니터 수리
2026-01-01,M202400082,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,48000,2,액정모니터 수리
2024-08-11,M202400083,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,11000,1,액정모니터 정기점검
2025-04-02,M202400086,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-09-21,M202400088,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-11-26,M202400088,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,27000,3,액정모니터 부품교체
2025-03-30,M202400089,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-06-07,M202400090,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-08-28,M202400090,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2024-09-09,M202400091,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-02-15,M202400091,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-01-28,M202400092,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,38000,2,액정모니터 수리
2025-05-19,M202400093,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-06-11,M202400093,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2026-01-16,M202400094,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,10000,1,액정모니터 장애점검
2011-06-14,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,30000,2,액정모니터 수리
2013-09-12,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2015-08-18,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,4000,1,액정모니터 장애점검
2019-07-06,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,교체권고,76000,3,액정모니터 부품교체
2019-09-10,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,9000,1,액정모니터 장애점검
2020-09-13,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,30000,2,액정모니터 수리
2021-06-08,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2022-05-23,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,37000,3,액정모니터 부품교체
2023-12-25,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,25000,3,액정모니터 부품교체
2024-03-22,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2024-05-28,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,5000,1,액정모니터 장애점검
2024-09-10,M200800129,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2009-07-30,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,5000,1,액정모니터 장애점검
2009-11-10,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2010-12-01,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,6000,0,액정모니터 장애점검
2013-07-12,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2014-06-22,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,8000,1,액정모니터 장애점검
2016-05-08,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,36000,3,액정모니터 부품교체
2018-04-01,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,7000,1,액정모니터 장애점검
2019-10-24,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,32000,2,액정모니터 수리
2019-10-26,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,교체권고,72000,3,액정모니터 부품교체
2022-01-10,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,교체권고,67000,3,액정모니터 부품교체
2022-03-20,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,25000,2,액정모니터 수리
2024-05-20,M200800130,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,11000,1,액정모니터 정기점검
2010-07-09,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2011-05-02,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,25000,3,액정모니터 부품교체
2012-01-09,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2012-04-20,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2012-08-21,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,8000,1,액정모니터 장애점검
2013-07-18,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,13000,1,액정모니터 정기점검
2015-04-26,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,9000,1,액정모니터 장애점검
2016-05-22,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,교체권고,77000,3,액정모니터 부품교체
2017-01-31,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,교체권고,38000,3,액정모니터 부품교체
2018-05-30,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,8000,1,액정모니터 장애점검
2018-07-26,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,10000,1,액정모니터 정기점검
2020-10-24,M200800131,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,41000,2,액정모니터 수리
2019-12-02,M201400123,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,29000,2,액정모니터 수리
2020-01-13,M201400123,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,10000,1,액정모니터 장애점검
2021-06-02,M201400123,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,6000,1,액정모니터 정기점검
2022-03-31,M201400123,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2022-04-13,M201400123,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2022-05-08,M201400123,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,36000,2,액정모니터 수리
2023-08-30,M201400123,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,13000,1,액정모니터 장애점검
2023-12-17,M201400123,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2024-12-19,M201400123,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,34000,2,액정모니터 수리
2025-01-23,M201400123,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,교체권고,56000,3,액정모니터 부품교체
2015-08-31,M201400124,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2017-05-18,M201400124,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2019-08-27,M201400124,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,31000,2,액정모니터 수리
2020-07-05,M201400124,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,40000,2,액정모니터 수리
2022-05-06,M201400124,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2022-05-23,M201400124,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2022-06-05,M201400124,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,교체권고,75000,3,액정모니터 부품교체
2022-06-17,M201400124,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,교체권고,74000,3,액정모니터 부품교체
2023-01-09,M201400124,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,27000,2,액정모니터 수리
2024-12-22,M201400124,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,58000,2,액정모니터 수리
2015-05-06,M201400125,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,5000,1,액정모니터 장애점검
2016-03-18,M201400125,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2016-11-09,M201400125,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,13000,0,액정모니터 장애점검
2023-08-19,M201400125,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,57000,2,액정모니터 수리
2023-10-26,M201400125,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2024-08-06,M201400125,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,50000,2,액정모니터 수리
2025-05-27,M201400125,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,13000,0,액정모니터 장애점검
2022-10-01,M202000043,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,4000,1,액정모니터 장애점검
2024-10-14,M202000043,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2020-06-30,M202000044,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,12000,1,액정모니터 장애점검
2024-06-30,M202000044,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,5000,1,액정모니터 정기점검
2020-08-22,M202000045,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,12000,1,액정모니터 정기점검
2022-08-27,M202000045,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2023-08-15,M202000045,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,6000,1,액정모니터 정기점검
2023-12-27,M202000045,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2024-08-18,M202000045,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,9000,0,액정모니터 장애점검
2024-09-21,M202000045,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,8000,1,액정모니터 정기점검
2006-11-07,M200600199,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,4000,1,액정모니터 정기점검
2007-05-25,M200600199,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2009-02-19,M200600199,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,13000,1,액정모니터 정기점검
2011-08-17,M200600199,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,28000,3,액정모니터 부품교체
2013-08-24,M200600199,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,13000,1,액정모니터 장애점검
2014-03-03,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,47000,2,액정모니터 수리
2014-10-04,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,44000,3,액정모니터 부품교체
2016-04-15,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2017-11-13,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,26000,2,액정모니터 수리
2017-12-16,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2021-12-26,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,29000,2,액정모니터 수리
2022-01-02,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,12000,1,액정모니터 장애점검
2022-03-21,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,32000,2,액정모니터 수리
2022-09-15,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,29000,2,액정모니터 수리
2024-09-05,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,9000,0,액정모니터 장애점검
2024-10-14,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,11000,1,액정모니터 장애점검
2025-01-11,M201200115,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,39000,2,액정모니터 수리
2019-07-09,M201700102,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2020-04-27,M201700102,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2020-12-12,M201700102,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,50000,2,액정모니터 수리
2021-11-19,M201700102,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,7000,1,액정모니터 장애점검
2023-09-23,M201700102,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2023-10-14,M202300099,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,12000,1,액정모니터 장애점검
2024-07-27,M202300099,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2025-12-06,M202300099,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,7000,1,액정모니터 정기점검
2006-10-30,M200500201,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,13000,1,액정모니터 정기점검
2007-12-05,M200500201,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,28000,3,액정모니터 부품교체
2008-06-19,M200500201,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2009-05-23,M200500201,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2009-10-13,M200500201,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,47000,2,액정모니터 수리
2013-03-30,M200500201,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,24000,3,액정모니터 부품교체
2013-08-18,M200500201,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,26000,2,액정모니터 수리
2013-10-31,M200500201,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2014-10-29,M200500201,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,48000,2,액정모니터 수리
2012-11-01,M201100014,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,7000,1,액정모니터 정기점검
2017-05-26,M201100014,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,38000,2,액정모니터 수리
2018-07-20,M201100014,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2020-04-02,M201100014,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2020-05-22,M201100014,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,34000,2,액정모니터 수리
2020-10-29,M201100014,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,26000,2,액정모니터 수리
2018-04-01,M201700101,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2018-06-25,M201700101,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,6000,1,액정모니터 정기점검
2019-02-24,M201700101,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2023-11-30,M202300098,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,5000,1,액정모니터 정기점검
2023-12-22,M202300098,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,24000,2,액정모니터 수리
2025-01-11,M202300098,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,35000,2,액정모니터 수리
2025-11-19,M202300098,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2026-01-29,M202300098,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,14000,1,액정모니터 정기점검
2010-11-28,M200800132,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2011-01-06,M200800132,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,56000,3,액정모니터 부품교체
2011-04-15,M200800132,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2011-04-23,M200800132,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2015-01-04,M200800132,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2016-03-20,M200800132,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2017-11-25,M200800132,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,5000,0,액정모니터 장애점검
2021-01-02,M200800132,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,8000,1,액정모니터 장애점검
2015-12-22,M201500142,4321190224407366,액정모니터,자연과학대학RC행정팀(서울),정기점검,경미수리,13000,1,액정모니터 정기점검
2016-12-16,M201500142,4321190224407366,액정모니터,자연과학대학RC행정팀(서울),정기점검,정상,0,0,액정모니터 정기점검
2018-07-18,M201500142,4321190224407366,액정모니터,자연과학대학RC행정팀(서울),정기점검,정상,0,0,액정모니터 정기점검
2020-06-25,M201500142,4321190224407366,액정모니터,자연과학대학RC행정팀(서울),정기점검,정상,0,0,액정모니터 정기점검
2020-09-23,M201500142,4321190224407366,액정모니터,자연과학대학RC행정팀(서울),정기점검,정상,0,0,액정모니터 정기점검
2022-10-20,M201500142,4321190224407366,액정모니터,자연과학대학RC행정팀(서울),수리,주요수리,44000,2,액정모니터 수리
2022-02-25,M202000046,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,24000,2,액정모니터 수리
2022-08-19,M202000046,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,39000,3,액정모니터 부품교체
2024-12-01,M202000046,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,13000,1,액정모니터 장애점검
2010-03-20,M200900207,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2011-04-07,M200900207,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,10000,0,액정모니터 장애점검
2012-05-13,M200900207,4321190224407366,액정모니터,학생지원팀(ERICA),부품교체,주요수리,28000,3,액정모니터 부품교체
2014-04-13,M200900207,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2015-06-23,M200900207,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,29000,2,액정모니터 수리
2015-09-07,M200900207,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2016-06-26,M200900207,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,경미수리,13000,1,액정모니터 정기점검
2017-03-26,M200900207,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2018-02-13,M200900207,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2018-12-30,M200900207,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2016-03-01,M201500143,4321190224407366,액정모니터,학생지원팀(ERICA),수리,주요수리,49000,2,액정모니터 수리
2017-08-02,M201500143,4321190224407366,액정모니터,학생지원팀(ERICA),정기점검,정상,0,0,액정모니터 정기점검
2017-11-17,M201500143,4321190224407366,액정모니터,학생지원팀(ERICA),장애점검,경미수리,13000,1,액정모니터 장애점검
